Raw Median,Discount,Scenario,2024 to 2034,2024 to 2044,2034 to 2044,All
False,0%,BAU,-17.670119797889164,-17.75798376035568,-17.85592804577505,-7.732815719537303
False,0%,KCl subsitute (10%) all foods,458.1530539702301,-15.450723520277034,-9.571095427422993,7.875488253113721
False,0%,KCl subsitute (30%) envelope,-19.68187362111216,-29.352072352549246,-17.24139110791389,5.878204307422736
False,0%,KCl subsitute (4.5%) discretionary,117.97205407137132,-15.748156891206635,-4.526359828474218,7.626454920222728
False,0%,No change,0.0,0.0,0.0,0.0
False,3%,BAU,-17.671811337985208,-17.739050651120507,-17.840625714260586,-14.522584411306982
False,3%,KCl subsitute (10%) all foods,77.4850671208309,-37.2744377667544,-31.4696626620452,-4.105178030631562
False,3%,KCl subsitute (30%) envelope,-57.16161632830708,-38.77103128264018,-25.58421699046262,-7.426057165081287
False,3%,KCl subsitute (4.5%) discretionary,-19.170133711139854,-33.79319194313279,-22.700426233482336,-4.826619365006591
False,3%,No change,0.0,0.0,0.0,0.0
