age,sex,DR,f,i,prev,r
32,male,0.05861090496069463,1.2076106300000001e-06,0.000372586908,0.007283377907000001,0
33,female,0.07317714325617761,1.1298187300000001e-06,0.0003676770926,0.007312102498,0
33,male,0.05861090496069463,1.2076106300000001e-06,0.000372586908,0.007283377907000001,0
34,female,0.07317714325617761,1.1298187300000001e-06,0.0003676770926,0.007312102498,0
34,male,0.05861090496069463,1.2076106300000001e-06,0.000372586908,0.007283377907000001,0
35,female,0.0726597726364342,2.2279269800000003e-06,0.0004091182385,0.009222841191000001,0
35,male,0.057443302820189376,3.16319747e-06,0.0004135869021,0.009218296999000002,0
36,female,0.0726597726364342,2.2279269800000003e-06,0.0004091182385,0.009222841191000001,0
36,male,0.057443302820189376,3.16319747e-06,0.0004135869021,0.009218296999000002,0
37,female,0.0726597726364342,2.2279269800000003e-06,0.0004091182385,0.009222841191000001,0
37,male,0.057443302820189376,3.16319747e-06,0.0004135869021,0.009218296999000002,0
38,female,0.0726597726364342,2.2279269800000003e-06,0.0004091182385,0.009222841191000001,0
38,male,0.057443302820189376,3.16319747e-06,0.0004135869021,0.009218296999000002,0
39,female,0.0726597726364342,2.2279269800000003e-06,0.0004091182385,0.009222841191000001,0
39,male,0.057443302820189376,3.16319747e-06,0.0004135869021,0.009218296999000002,0
40,female,0.07202414842672619,6.917737260000001e-06,0.001413728832,0.013022749,0
40,male,0.05801667408577762,8.799674000000002e-06,0.001423143166,0.013043341800000002,0
41,female,0.07202414842672619,6.917737260000001e-06,0.001413728832,0.013022749,0
41,male,0.05801667408577762,8.799674000000002e-06,0.001423143166,0.013043341800000002,0
42,female,0.07202414842672619,6.917737260000001e-06,0.001413728832,0.013022749,0
42,male,0.05801667408577762,8.799674000000002e-06,0.001423143166,0.013043341800000002,0
43,female,0.07202414842672619,6.917737260000001e-06,0.001413728832,0.013022749,0
43,male,0.05801667408577762,8.799674000000002e-06,0.001423143166,0.013043341800000002,0
44,female,0.07202414842672619,6.917737260000001e-06,0.001413728832,0.013022749,0
44,male,0.05801667408577762,8.799674000000002e-06,0.001423143166,0.013043341800000002,0
45,female,0.07187209234634126,1.8347054610000003e-05,0.0030907813750000006,0.02443010399,0
45,male,0.05863633669614543,2.2229277500000003e-05,0.002979319412,0.02428980798,0
46,female,0.07187209234634126,1.8347054610000003e-05,0.0030907813750000006,0.02443010399,0
46,male,0.05863633669614543,2.2229277500000003e-05,0.002979319412,0.02428980798,0
47,female,0.07187209234634126,1.8347054610000003e-05,0.0030907813750000006,0.02443010399,0
47,male,0.05863633669614543,2.2229277500000003e-05,0.002979319412,0.02428980798,0
48,female,0.07187209234634126,1.8347054610000003e-05,0.0030907813750000006,0.02443010399,0
48,male,0.05863633669614543,2.2229277500000003e-05,0.002979319412,0.02428980798,0
49,female,0.07187209234634126,1.8347054610000003e-05,0.0030907813750000006,0.02443010399,0
49,male,0.05863633669614543,2.2229277500000003e-05,0.002979319412,0.02428980798,0
50,female,0.07184706673477526,4.790622376e-05,0.0037766707750000006,0.042056497979999996,0
50,male,0.05877177131447029,5.728961530000001e-05,0.0035857620590000003,0.04099561897,0
51,female,0.07184706673477526,4.790622376e-05,0.0037766707750000006,0.042056497979999996,0
51,male,0.05877177131447029,5.728961530000001e-05,0.0035857620590000003,0.04099561897,0
52,female,0.07184706673477526,4.790622376e-05,0.0037766707750000006,0.042056497979999996,0
52,male,0.05877177131447029,5.728961530000001e-05,0.0035857620590000003,0.04099561897,0
53,female,0.07184706673477526,4.790622376e-05,0.0037766707750000006,0.042056497979999996,0
53,male,0.05877177131447029,5.728961530000001e-05,0.0035857620590000003,0.04099561897,0
54,female,0.07184706673477526,4.790622376e-05,0.0037766707750000006,0.042056497979999996,0
54,male,0.05877177131447029,5.728961530000001e-05,0.0035857620590000003,0.04099561897,0
55,female,0.07126796941748083,0.00010789552470000001,0.003856025173,0.06071479299000001,0
55,male,0.058865234185264695,0.0001367402654,0.0037980942880000007,0.05891626601,0
56,female,0.07126796941748083,0.00010789552470000001,0.003856025173,0.06071479299000001,0
56,male,0.058865234185264695,0.0001367402654,0.0037980942880000007,0.05891626601,0
57,female,0.07126796941748083,0.00010789552470000001,0.003856025173,0.06071479299000001,0
57,male,0.058865234185264695,0.0001367402654,0.0037980942880000007,0.05891626601,0
58,female,0.07126796941748083,0.00010789552470000001,0.003856025173,0.06071479299000001,0
58,male,0.058865234185264695,0.0001367402654,0.0037980942880000007,0.05891626601,0
59,female,0.07126796941748083,0.00010789552470000001,0.003856025173,0.06071479299000001,0
59,male,0.058865234185264695,0.0001367402654,0.0037980942880000007,0.05891626601,0
60,female,0.07084025494738169,0.00024405165760000002,0.005902602684000001,0.08295775802000001,0
60,male,0.058722837148664817,0.00030220874040000004,0.006147836262,0.08132701894000001,0
61,female,0.07084025494738169,0.00024405165760000002,0.005902602684000001,0.08295775802000001,0
61,male,0.058722837148664817,0.00030220874040000004,0.006147836262,0.08132701894000001,0
62,female,0.07084025494738169,0.00024405165760000002,0.005902602684000001,0.08295775802000001,0
62,male,0.058722837148664817,0.00030220874040000004,0.006147836262,0.08132701894000001,0
63,female,0.07084025494738169,0.00024405165760000002,0.005902602684000001,0.08295775802000001,0
63,male,0.058722837148664817,0.00030220874040000004,0.006147836262,0.08132701894000001,0
64,female,0.07084025494738169,0.00024405165760000002,0.005902602684000001,0.08295775802000001,0
64,male,0.058722837148664817,0.00030220874040000004,0.006147836262,0.08132701894000001,0
65,female,0.07053280079032478,0.0004925533169,0.009532368193,0.12022054990000001,0
65,male,0.05820917616189076,0.0006585833271,0.01035720427,0.12058255,0
66,female,0.07053280079032478,0.0004925533169,0.009532368193,0.12022054990000001,0
66,male,0.05820917616189076,0.0006585833271,0.01035720427,0.12058255,0
67,female,0.07053280079032478,0.0004925533169,0.009532368193,0.12022054990000001,0
67,male,0.05820917616189076,0.0006585833271,0.01035720427,0.12058255,0
68,female,0.07053280079032478,0.0004925533169,0.009532368193,0.12022054990000001,0
68,male,0.05820917616189076,0.0006585833271,0.01035720427,0.12058255,0
69,female,0.07053280079032478,0.0004925533169,0.009532368193,0.12022054990000001,0
69,male,0.05820917616189076,0.0006585833271,0.01035720427,0.12058255,0
70,female,0.06970223369070057,0.000969739131,0.011836372290000001,0.1716808598,0
70,male,0.05752371711349151,0.0013496265480000004,0.014351580260000002,0.17843441410000002,0
71,female,0.06970223369070057,0.000969739131,0.011836372290000001,0.1716808598,0
71,male,0.05752371711349151,0.0013496265480000004,0.014351580260000002,0.17843441410000002,0
72,female,0.06970223369070057,0.000969739131,0.011836372290000001,0.1716808598,0
72,male,0.05752371711349151,0.0013496265480000004,0.014351580260000002,0.17843441410000002,0
73,female,0.06970223369070057,0.000969739131,0.011836372290000001,0.1716808598,0
73,male,0.05752371711349151,0.0013496265480000004,0.014351580260000002,0.17843441410000002,0
74,female,0.06970223369070057,0.000969739131,0.011836372290000001,0.1716808598,0
74,male,0.05752371711349151,0.0013496265480000004,0.014351580260000002,0.17843441410000002,0
75,female,0.06842750357768433,0.0016364584830000002,0.013857085160000001,0.23054717000000002,0
75,male,0.056728170459661144,0.002450893657,0.01729259381,0.25106740980000003,0
76,female,0.06842750357768433,0.0016364584830000002,0.013857085160000001,0.23054717000000002,0
76,male,0.056728170459661144,0.002450893657,0.01729259381,0.25106740980000003,0
77,female,0.06842750357768433,0.0016364584830000002,0.013857085160000001,0.23054717000000002,0
77,male,0.056728170459661144,0.002450893657,0.01729259381,0.25106740980000003,0
78,female,0.06842750357768433,0.0016364584830000002,0.013857085160000001,0.23054717000000002,0
78,male,0.056728170459661144,0.002450893657,0.01729259381,0.25106740980000003,0
79,female,0.06842750357768433,0.0016364584830000002,0.013857085160000001,0.23054717000000002,0
79,male,0.056728170459661144,0.002450893657,0.01729259381,0.25106740980000003,0
80,female,0.06696114921196906,0.002643921972,0.01866404093,0.3030837699,0
80,male,0.05582886119060812,0.0044024171010000005,0.02254163859,0.3366723200000001,0
81,female,0.06696114921196906,0.002643921972,0.01866404093,0.3030837699,0
81,male,0.05582886119060812,0.0044024171010000005,0.02254163859,0.3366723200000001,0
82,female,0.06696114921196906,0.002643921972,0.01866404093,0.3030837699,0
82,male,0.05582886119060812,0.0044024171010000005,0.02254163859,0.3366723200000001,0
83,female,0.06696114921196906,0.002643921972,0.01866404093,0.3030837699,0
83,male,0.05582886119060812,0.0044024171010000005,0.02254163859,0.3366723200000001,0
84,female,0.06696114921196906,0.002643921972,0.01866404093,0.3030837699,0
84,male,0.05582886119060812,0.0044024171010000005,0.02254163859,0.3366723200000001,0
85,female,0.06544776129895971,0.004114299574,0.022223970730000004,0.39685357000000004,0
85,male,0.0548537632477354,0.007722900936000002,0.024308519190000002,0.4398593001000001,0
86,female,0.06544776129895971,0.004114299574,0.022223970730000004,0.39685357000000004,0
86,male,0.0548537632477354,0.007722900936000002,0.024308519190000002,0.4398593001000001,0
87,female,0.06544776129895971,0.004114299574,0.022223970730000004,0.39685357000000004,0
87,male,0.0548537632477354,0.007722900936000002,0.024308519190000002,0.4398593001000001,0
88,female,0.06544776129895971,0.004114299574,0.022223970730000004,0.39685357000000004,0
88,male,0.0548537632477354,0.007722900936000002,0.024308519190000002,0.4398593001000001,0
89,female,0.06544776129895971,0.004114299574,0.022223970730000004,0.39685357000000004,0
89,male,0.0548537632477354,0.007722900936000002,0.024308519190000002,0.4398593001000001,0
90,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
90,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
91,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
91,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
92,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
92,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
93,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
93,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
94,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
94,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
95,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
95,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
96,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
96,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
97,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
97,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
98,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
98,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
99,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
99,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
100,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
100,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
101,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
101,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
102,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
102,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
103,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
103,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
104,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
104,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
105,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
105,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
106,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
106,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
107,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
107,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
108,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
108,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
109,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
109,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
110,female,0.06357467217152395,0.005985269317000001,0.025191641110000003,0.5008987001000001,0
110,male,0.05405399767864626,0.01150185053,0.025320072770000004,0.5371232195,0
