draw_,sex,age_start,age_end,deathPerInfect,icuPerInfect,hospitalPerInfect
4,male,10,15,.00039754133,.0046304432,.0091730198
4,male,15,20,.00039754133,.0046304432,.0091730198
4,male,20,25,.00079272687,.0092865964,.039751463
4,male,25,30,.00079272687,.0092865964,.039751463
4,male,30,35,.0017855,.01575833,.039074954
4,male,35,40,.0017855,.01575833,.039074954
4,male,40,45,.0043297745,.049861953,.11933202
4,male,45,50,.0043297745,.049861953,.11933202
4,male,50,55,.014844811,.10591941,.23449016
4,male,55,60,.014844811,.10591941,.23449016
4,male,60,65,.023642039,.12277992,.39487705
4,male,65,70,.023642039,.12277992,.39487705
4,male,70,75,.074244812,.12344163,.54927325
4,male,75,80,.074244812,.12344163,.54927325
4,male,80,85,.16893667,.067063682,.67664737
4,male,85,90,.16893667,.067063682,.67664737
4,male,90,95,.28968322,.0076066758,.70707691
4,male,95,100,.28968322,.0076066758,.70707691
4,male,100,105,.28968322,.0076066758,.70707691
4,male,105,110,.28968322,.0076066758,.70707691
5,female,0,5,.00023274365,.0013104572,.059167393
5,female,5,10,.00023274365,.0013104572,.059167393
5,female,10,15,.00031762963,.0024981841,.026641246
5,female,15,20,.00031762963,.0024981841,.026641246
5,female,20,25,.00030586837,.0088911206,.066378452
5,female,25,30,.00030586837,.0088911206,.066378452
5,female,30,35,.0005920062,.0048586186,.096515127
5,female,35,40,.0005920062,.0048586186,.096515127
5,female,40,45,.0010313867,.021918394,.11654528
5,female,45,50,.0010313867,.021918394,.11654528
5,female,50,55,.0028711625,.0311157,.20248981
5,female,55,60,.0028711625,.0311157,.20248981
5,female,60,65,.0081875231,.084265448,.28530383
5,female,65,70,.0081875231,.084265448,.28530383
5,female,70,75,.024697043,.16394044,.65454447
5,female,75,80,.024697043,.16394044,.65454447
5,female,80,85,.058565736,.024429277,.72881782
5,female,85,90,.058565736,.024429277,.72881782
5,female,90,95,.13460469,.007542978,.62492949
5,female,95,100,.13460469,.007542978,.62492949
5,female,100,105,.13460469,.007542978,.62492949
5,female,105,110,.13460469,.007542978,.62492949
5,male,0,5,.00055935903,.0021905934,.049891464
5,male,5,10,.00055935903,.0021905934,.049891464
5,male,10,15,.00073693611,.0056334105,.0092013637
5,male,15,20,.00073693611,.0056334105,.0092013637
5,male,20,25,.0011795578,.0090045817,.034720775
5,male,25,30,.0011795578,.0090045817,.034720775
5,male,30,35,.0050998484,.013665522,.053956751
5,male,35,40,.0050998484,.013665522,.053956751
5,male,40,45,.0019593749,.038765635,.15214215
5,male,45,50,.0019593749,.038765635,.15214215
5,male,50,55,.008695527,.067435205,.23791067
5,male,55,60,.008695527,.067435205,.23791067
5,male,60,65,.0228786,.12224807,.37020883
5,male,65,70,.0228786,.12224807,.37020883
5,male,70,75,.072975315,.10125782,.5861026
5,male,75,80,.072975315,.10125782,.5861026
5,male,80,85,.18052188,.075041473,.74437249
5,male,85,90,.18052188,.075041473,.74437249
5,male,90,95,.34151903,.0049342471,.68997109
5,male,95,100,.34151903,.0049342471,.68997109
5,male,100,105,.34151903,.0049342471,.68997109
5,male,105,110,.34151903,.0049342471,.68997109
6,female,0,5,.0023005165,.0019306816,.087626949
6,female,5,10,.0023005165,.0019306816,.087626949
6,female,10,15,.0010124864,.0025189333,.0561933
6,female,15,20,.0010124864,.0025189333,.0561933
6,female,20,25,.0026284086,.011537673,.095190734
6,female,25,30,.0026284086,.011537673,.095190734
6,female,30,35,.0034499881,.012406772,.11535172
6,female,35,40,.0034499881,.012406772,.11535172
6,female,40,45,.0049245409,.041547742,.15331174
6,female,45,50,.0049245409,.041547742,.15331174
6,female,50,55,.02235795,.0568115,.22245285
6,female,55,60,.02235795,.0568115,.22245285
6,female,60,65,.067855172,.10518765,.34168276
6,female,65,70,.067855172,.10518765,.34168276
6,female,70,75,.12717821,.16998358,.60799533
6,female,75,80,.12717821,.16998358,.60799533
6,female,80,85,.16276865,.044798568,.75527501
6,female,85,90,.16276865,.044798568,.75527501
6,female,90,95,.23183942,.0039468124,.67567593
6,female,95,100,.23183942,.0039468124,.67567593
6,female,100,105,.23183942,.0039468124,.67567593
6,female,105,110,.23183942,.0039468124,.67567593
6,male,0,5,.0022719598,.0031974276,.069629177
6,male,5,10,.0022719598,.0031974276,.069629177
6,male,10,15,.0054574953,.0056501403,.015946822
6,male,15,20,.0054574953,.0056501403,.015946822
6,male,20,25,.003948852,.0099955676,.055385932
6,male,25,30,.003948852,.0099955676,.055385932
6,male,30,35,.0029678608,.010885331,.074616581
6,male,35,40,.0029678608,.010885331,.074616581
6,male,40,45,.0052807573,.057325531,.15385553
6,male,45,50,.0052807573,.057325531,.15385553
6,male,50,55,.035407934,.12836295,.29769319
6,male,55,60,.035407934,.12836295,.29769319
6,male,60,65,.10327584,.14700752,.40454757
6,male,65,70,.10327584,.14700752,.40454757
6,male,70,75,.15573351,.1495129,.64752704
6,male,75,80,.15573351,.1495129,.64752704
6,male,80,85,.29531136,.060994431,.78992414
6,male,85,90,.29531136,.060994431,.78992414
6,male,90,95,.63089752,.009641977,.80899388
6,male,95,100,.63089752,.009641977,.80899388
6,male,100,105,.63089752,.009641977,.80899388
6,male,105,110,.63089752,.009641977,.80899388
7,female,0,5,.00040938746,.0010110876,.094819069
7,female,5,10,.00040938746,.0010110876,.094819069
7,female,10,15,.0011833779,.0022268647,.047389328
7,female,15,20,.0011833779,.0022268647,.047389328
7,female,20,25,.0014527175,.0032120142,.072178617
7,female,25,30,.0014527175,.0032120142,.072178617
7,female,30,35,.0019084851,.0041005523,.10702203
7,female,35,40,.0019084851,.0041005523,.10702203
7,female,40,45,.0014382644,.015091987,.17123689
7,female,45,50,.0014382644,.015091987,.17123689
7,female,50,55,.012388638,.031606279,.24648406
7,female,55,60,.012388638,.031606279,.24648406
7,female,60,65,.016451942,.059876844,.40671107
7,female,65,70,.016451942,.059876844,.40671107
7,female,70,75,.057573251,.14207521,.65515476
7,female,75,80,.057573251,.14207521,.65515476
7,female,80,85,.11633666,.020502081,.71105444
7,female,85,90,.11633666,.020502081,.71105444
7,female,90,95,.23191708,.00095785683,.65096629
7,female,95,100,.23191708,.00095785683,.65096629
7,female,100,105,.23191708,.00095785683,.65096629
7,female,105,110,.23191708,.00095785683,.65096629
7,male,0,5,.0012908968,.0015011015,.07219591
7,male,5,10,.0012908968,.0015011015,.07219591
7,male,10,15,.0018963891,.0034349603,.016573939
7,male,15,20,.0018963891,.0034349603,.016573939
7,male,20,25,.00074428372,.0085893134,.033655174
7,male,25,30,.00074428372,.0085893134,.033655174
7,male,30,35,.0019594822,.0078768888,.057666216
7,male,35,40,.0019594822,.0078768888,.057666216
7,male,40,45,.0059991758,.03404982,.17782733
7,male,45,50,.0059991758,.03404982,.17782733
7,male,50,55,.014200299,.069003798,.29075485
7,male,55,60,.014200299,.069003798,.29075485
7,male,60,65,.053546347,.1353969,.48040786
7,male,65,70,.053546347,.1353969,.48040786
7,male,70,75,.076148115,.098656133,.67117471
7,male,75,80,.076148115,.098656133,.67117471
7,male,80,85,.22195844,.05210242,.79629159
7,male,85,90,.22195844,.05210242,.79629159
7,male,90,95,.41485304,.0054671378,.81017113
7,male,95,100,.41485304,.0054671378,.81017113
7,male,100,105,.41485304,.0054671378,.81017113
7,male,105,110,.41485304,.0054671378,.81017113
8,female,0,5,.000088443885,.00092218502,.064238861
8,female,5,10,.000088443885,.00092218502,.064238861
8,female,10,15,.0002771641,.0033804176,.030316021
8,female,15,20,.0002771641,.0033804176,.030316021
8,female,20,25,.00014578483,.0038026008,.067830332
8,female,25,30,.00014578483,.0038026008,.067830332
8,female,30,35,.00012769937,.0031896255,.074271999
8,female,35,40,.00012769937,.0031896255,.074271999
8,female,40,45,.0005001151,.017416475,.15678495
8,female,45,50,.0005001151,.017416475,.15678495
8,female,50,55,.0019593954,.032885004,.193424
8,female,55,60,.0019593954,.032885004,.193424
8,female,60,65,.0077595613,.063205898,.36822355
8,female,65,70,.0077595613,.063205898,.36822355
8,female,70,75,.024564538,.11007088,.53584319
8,female,75,80,.024564538,.11007088,.53584319
8,female,80,85,.054586612,.016948868,.69271457
8,female,85,90,.054586612,.016948868,.69271457
8,female,90,95,.12115955,.0015460661,.65785801
8,female,95,100,.12115955,.0015460661,.65785801
8,female,100,105,.12115955,.0015460661,.65785801
8,female,105,110,.12115955,.0015460661,.65785801
8,male,0,5,.00022957932,.0014350216,.04820434
8,male,5,10,.00022957932,.0014350216,.04820434
8,male,10,15,.0002632298,.0050622048,.023103589
8,male,15,20,.0002632298,.0050622048,.023103589
8,male,20,25,.00022081543,.0068352944,.040730905
8,male,25,30,.00022081543,.0068352944,.040730905
8,male,30,35,.00079573202,.0094023515,.069301173
8,male,35,40,.00079573202,.0094023515,.069301173
8,male,40,45,.0016479791,.035794672,.17025603
8,male,45,50,.0016479791,.035794672,.17025603
8,male,50,55,.0093867555,.083982289,.32230192
8,male,55,60,.0093867555,.083982289,.32230192
8,male,60,65,.021536779,.10605028,.38465226
8,male,65,70,.021536779,.10605028,.38465226
8,male,70,75,.066534884,.11086225,.66196609
8,male,75,80,.066534884,.11086225,.66196609
8,male,80,85,.14989874,.072873496,.79837304
8,male,85,90,.14989874,.072873496,.79837304
8,male,90,95,.21148928,.0036937338,.74311376
8,male,95,100,.21148928,.0036937338,.74311376
8,male,100,105,.21148928,.0036937338,.74311376
8,male,105,110,.21148928,.0036937338,.74311376
9,female,0,5,.00036312151,.001537997,.078920081
9,female,5,10,.00036312151,.001537997,.078920081
9,female,10,15,.00028703685,.0029626174,.012895472
9,female,15,20,.00028703685,.0029626174,.012895472
9,female,20,25,.00016089441,.013573866,.050939482
9,female,25,30,.00016089441,.013573866,.050939482
9,female,30,35,.00054356793,.0046889405,.090852767
9,female,35,40,.00054356793,.0046889405,.090852767
9,female,40,45,.0019650785,.0248865,.1235378
9,female,45,50,.0019650785,.0248865,.1235378
9,female,50,55,.0026486306,.045506086,.19048814
9,female,55,60,.0026486306,.045506086,.19048814
9,female,60,65,.016691361,.063420601,.34894815
9,female,65,70,.016691361,.063420601,.34894815
9,female,70,75,.016917467,.14633289,.57479566
9,female,75,80,.016917467,.14633289,.57479566
9,female,80,85,.083457977,.027887631,.64854896
9,female,85,90,.083457977,.027887631,.64854896
9,female,90,95,.15200226,.004495739,.57081044
9,female,95,100,.15200226,.004495739,.57081044
9,female,100,105,.15200226,.004495739,.57081044
9,female,105,110,.15200226,.004495739,.57081044
9,male,0,5,.00048911432,.0025746883,.065991856
9,male,5,10,.00048911432,.0025746883,.065991856
9,male,10,15,.00031302866,.004766155,.0076210801
9,male,15,20,.00031302866,.004766155,.0076210801
9,male,20,25,.00027309122,.0096030962,.0333165
9,male,25,30,.00027309122,.0096030962,.0333165
9,male,30,35,.00078878581,.018822912,.052696284
9,male,35,40,.00078878581,.018822912,.052696284
9,male,40,45,.0016665616,.040811159,.1264696
9,male,45,50,.0016665616,.040811159,.1264696
9,male,50,55,.0085154353,.080442682,.27317926
9,male,55,60,.0085154353,.080442682,.27317926
9,male,60,65,.017259864,.11929826,.37745112
9,male,65,70,.017259864,.11929826,.37745112
9,male,70,75,.076475158,.14583828,.55550128
9,male,75,80,.076475158,.14583828,.55550128
9,male,80,85,.18291341,.058244471,.77793819
9,male,85,90,.18291341,.058244471,.77793819
9,male,90,95,.19128107,.0086712753,.72630703
9,male,95,100,.19128107,.0086712753,.72630703
9,male,100,105,.19128107,.0086712753,.72630703
9,male,105,110,.19128107,.0086712753,.72630703
10,female,0,5,.0012793286,.0018488994,.038133115
10,female,5,10,.0012793286,.0018488994,.038133115
10,female,10,15,.0034555332,.0026335095,.012449472
10,female,15,20,.0034555332,.0026335095,.012449472
10,female,20,25,.0015678018,.0094792284,.071544454
10,female,25,30,.0015678018,.0094792284,.071544454
10,female,30,35,.0033524693,.0089859124,.080231808
10,female,35,40,.0033524693,.0089859124,.080231808
10,female,40,45,.010292005,.029076073,.12373604
10,female,45,50,.010292005,.029076073,.12373604
10,female,50,55,.023120271,.043094907,.16169152
10,female,55,60,.023120271,.043094907,.16169152
10,female,60,65,.0208694,.11033375,.30449536
10,female,65,70,.0208694,.11033375,.30449536
10,female,70,75,.064329349,.16514212,.54371291
10,female,75,80,.064329349,.16514212,.54371291
10,female,80,85,.1587157,.025797646,.66613126
10,female,85,90,.1587157,.025797646,.66613126
10,female,90,95,.3224895,.0048983442,.57373506
10,female,95,100,.3224895,.0048983442,.57373506
10,female,100,105,.3224895,.0048983442,.57373506
10,female,105,110,.3224895,.0048983442,.57373506
10,male,0,5,.0039848876,.0022809641,.022437073
10,male,5,10,.0039848876,.0022809641,.022437073
10,male,10,15,.0038531378,.0047758273,.0042990451
10,male,15,20,.0038531378,.0047758273,.0042990451
10,male,20,25,.0080317548,.0076560075,.039823394
10,male,25,30,.0080317548,.0076560075,.039823394
10,male,30,35,.0069152135,.013813391,.038896561
10,male,35,40,.0069152135,.013813391,.038896561
10,male,40,45,.027929826,.037244122,.12791161
10,male,45,50,.027929826,.037244122,.12791161
10,male,50,55,.066993862,.087894864,.26839823
10,male,55,60,.066993862,.087894864,.26839823
10,male,60,65,.088579372,.09635701,.42499846
10,male,65,70,.088579372,.09635701,.42499846
10,male,70,75,.12036412,.12762219,.60707903
10,male,75,80,.12036412,.12762219,.60707903
10,male,80,85,.50371575,.08002878,.74896789
10,male,85,90,.50371575,.08002878,.74896789
10,male,90,95,.68418181,.019050289,.68598831
10,male,95,100,.68418181,.019050289,.68598831
10,male,100,105,.68418181,.019050289,.68598831
10,male,105,110,.68418181,.019050289,.68598831
11,female,0,5,.0015132546,.0010339052,.080594622
11,female,5,10,.0015132546,.0010339052,.080594622
11,female,10,15,.0021366936,.0034823236,.028121023
11,female,15,20,.0021366936,.0034823236,.028121023
11,female,20,25,.0014081012,.0038391321,.080180943
11,female,25,30,.0014081012,.0038391321,.080180943
11,female,30,35,.0019275696,.0073506231,.10998438
11,female,35,40,.0019275696,.0073506231,.10998438
11,female,40,45,.0058277603,.018743755,.13749361
11,female,45,50,.0058277603,.018743755,.13749361
11,female,50,55,.0070339697,.040414099,.19088583
11,female,55,60,.0070339697,.040414099,.19088583
11,female,60,65,.031402729,.07836926,.33249184
11,female,65,70,.031402729,.07836926,.33249184
11,female,70,75,.11621019,.15719855,.63442284
11,female,75,80,.11621019,.15719855,.63442284
11,female,80,85,.15777756,.023589518,.7114296
11,female,85,90,.15777756,.023589518,.7114296
11,female,90,95,.17349224,.0016937564,.66200566
11,female,95,100,.17349224,.0016937564,.66200566
11,female,100,105,.17349224,.0016937564,.66200566
11,female,105,110,.17349224,.0016937564,.66200566
11,male,0,5,.002023441,.0020527402,.054415926
11,male,5,10,.002023441,.0020527402,.054415926
11,male,10,15,.004441726,.0059351581,.020932661
11,male,15,20,.004441726,.0059351581,.020932661
11,male,20,25,.0029235641,.00686712,.049101658
11,male,25,30,.0029235641,.00686712,.049101658
11,male,30,35,.0062025744,.015407312,.067698292
11,male,35,40,.0062025744,.015407312,.067698292
11,male,40,45,.0090892045,.039556883,.15474798
11,male,45,50,.0090892045,.039556883,.15474798
11,male,50,55,.011528099,.086774118,.26481709
11,male,55,60,.011528099,.086774118,.26481709
11,male,60,65,.037945863,.12984022,.49053958
11,male,65,70,.037945863,.12984022,.49053958
11,male,70,75,.12402491,.10423082,.65077376
11,male,75,80,.12402491,.10423082,.65077376
11,male,80,85,.31256151,.064936005,.79467052
11,male,85,90,.31256151,.064936005,.79467052
11,male,90,95,.41857922,.012653054,.75287336
11,male,95,100,.41857922,.012653054,.75287336
11,male,100,105,.41857922,.012653054,.75287336
11,male,105,110,.41857922,.012653054,.75287336
12,female,0,5,.00017828948,.0009106776,.039052282
12,female,5,10,.00017828948,.0009106776,.039052282
12,female,10,15,.00025064059,.0016134729,.014811722
12,female,15,20,.00025064059,.0016134729,.014811722
12,female,20,25,.00016349033,.0053066043,.048065431
12,female,25,30,.00016349033,.0053066043,.048065431
12,female,30,35,.001279492,.0059064585,.073639393
12,female,35,40,.001279492,.0059064585,.073639393
12,female,40,45,.00213799,.028545441,.10976077
12,female,45,50,.00213799,.028545441,.10976077
12,female,50,55,.0040305858,.028547563,.14921747
12,female,55,60,.0040305858,.028547563,.14921747
12,female,60,65,.0060391654,.10744233,.31271869
12,female,65,70,.0060391654,.10744233,.31271869
12,female,70,75,.023118777,.12167695,.51159048
12,female,75,80,.023118777,.12167695,.51159048
12,female,80,85,.065276802,.03198212,.71272111
12,female,85,90,.065276802,.03198212,.71272111
12,female,90,95,.1383163,.0012744227,.57938486
12,female,95,100,.1383163,.0012744227,.57938486
12,female,100,105,.1383163,.0012744227,.57938486
12,female,105,110,.1383163,.0012744227,.57938486
12,male,0,5,.00031637683,.0010914173,.044507951
12,male,5,10,.00031637683,.0010914173,.044507951
12,male,10,15,.00041305996,.0029739593,.0093600499
12,male,15,20,.00041305996,.0029739593,.0093600499
12,male,20,25,.00054412469,.0081695449,.029086811
12,male,25,30,.00054412469,.0081695449,.029086811
12,male,30,35,.0017913262,.014525515,.0491268
12,male,35,40,.0017913262,.014525515,.0491268
12,male,40,45,.0021635201,.027805824,.15709463
12,male,45,50,.0021635201,.027805824,.15709463
12,male,50,55,.0046277731,.072256461,.23159808
12,male,55,60,.0046277731,.072256461,.23159808
12,male,60,65,.015962301,.09947066,.35417938
12,male,65,70,.015962301,.09947066,.35417938
12,male,70,75,.084486239,.11324876,.53053021
12,male,75,80,.084486239,.11324876,.53053021
12,male,80,85,.15585548,.039264534,.72122562
12,male,85,90,.15585548,.039264534,.72122562
12,male,90,95,.28650695,.0016628576,.74707335
12,male,95,100,.28650695,.0016628576,.74707335
12,male,100,105,.28650695,.0016628576,.74707335
12,male,105,110,.28650695,.0016628576,.74707335
13,female,0,5,.0015885504,.0013226533,.08437065
13,female,5,10,.0015885504,.0013226533,.08437065
13,female,10,15,.001303215,.0030781869,.043006059
13,female,15,20,.001303215,.0030781869,.043006059
13,female,20,25,.0019051754,.0047729569,.084870704
13,female,25,30,.0019051754,.0047729569,.084870704
13,female,30,35,.0023700288,.0051146029,.11995544
13,female,35,40,.0023700288,.0051146029,.11995544
13,female,40,45,.0047227801,.028643453,.12770893
