draw_,sex,age_start,age_end,deathPerInfect,icuPerInfect,hospitalPerInfect
25,female,55,60,.010022718,.046929564,.20486854
25,female,60,65,.017291026,.18725547,.33173338
25,female,65,70,.017291026,.18725547,.33173338
25,female,70,75,.036504164,.23354918,.58478254
25,female,75,80,.036504164,.23354918,.58478254
25,female,80,85,.12399306,.052608401,.67613381
25,female,85,90,.12399306,.052608401,.67613381
25,female,90,95,.20408219,.0070847087,.58839029
25,female,95,100,.20408219,.0070847087,.58839029
25,female,100,105,.20408219,.0070847087,.58839029
25,female,105,110,.20408219,.0070847087,.58839029
25,male,0,5,.00051252166,.0034834375,.041903272
25,male,5,10,.00051252166,.0034834375,.041903272
25,male,10,15,.00057145039,.0081195533,.010705346
25,male,15,20,.00057145039,.0081195533,.010705346
25,male,20,25,.0018460443,.01169636,.045784395
25,male,25,30,.0018460443,.01169636,.045784395
25,male,30,35,.0034953542,.024447575,.050963473
25,male,35,40,.0034953542,.024447575,.050963473
25,male,40,45,.013435543,.053164054,.1601999
25,male,45,50,.013435543,.053164054,.1601999
25,male,50,55,.0084760906,.12979263,.24178904
25,male,55,60,.0084760906,.12979263,.24178904
25,male,60,65,.032643776,.20110546,.36375803
25,male,65,70,.032643776,.20110546,.36375803
25,male,70,75,.15407285,.2079901,.6289441
25,male,75,80,.15407285,.2079901,.6289441
25,male,80,85,.26026446,.12631883,.79427809
25,male,85,90,.26026446,.12631883,.79427809
25,male,90,95,.40238979,.044446822,.72568375
25,male,95,100,.40238979,.044446822,.72568375
25,male,100,105,.40238979,.044446822,.72568375
25,male,105,110,.40238979,.044446822,.72568375
26,female,0,5,.0026068017,.0014857852,.06651099
26,female,5,10,.0026068017,.0014857852,.06651099
26,female,10,15,.00079244113,.0026816016,.036363378
26,female,15,20,.00079244113,.0026816016,.036363378
26,female,20,25,.0026342168,.0067314678,.069935314
26,female,25,30,.0026342168,.0067314678,.069935314
26,female,30,35,.001878353,.0044697737,.082345277
26,female,35,40,.001878353,.0044697737,.082345277
26,female,40,45,.0027200799,.03203642,.15801302
26,female,45,50,.0027200799,.03203642,.15801302
26,female,50,55,.014508158,.046459638,.19063042
26,female,55,60,.014508158,.046459638,.19063042
26,female,60,65,.019423274,.097896494,.33961582
26,female,65,70,.019423274,.097896494,.33961582
26,female,70,75,.050294977,.12709406,.60735172
26,female,75,80,.050294977,.12709406,.60735172
26,female,80,85,.13190304,.021546721,.71978492
26,female,85,90,.13190304,.021546721,.71978492
26,female,90,95,.21125987,.0039940001,.6446777
26,female,95,100,.21125987,.0039940001,.6446777
26,female,100,105,.21125987,.0039940001,.6446777
26,female,105,110,.21125987,.0039940001,.6446777
26,male,0,5,.009118272,.002528481,.040866029
26,male,5,10,.009118272,.002528481,.040866029
26,male,10,15,.0011194278,.0034262694,.017954923
26,male,15,20,.0011194278,.0034262694,.017954923
26,male,20,25,.0025536367,.0070454073,.062827758
26,male,25,30,.0025536367,.0070454073,.062827758
26,male,30,35,.0039293026,.011395566,.055924397
26,male,35,40,.0039293026,.011395566,.055924397
26,male,40,45,.015943747,.025185714,.20009716
26,male,45,50,.015943747,.025185714,.20009716
26,male,50,55,.041063052,.078266464,.26776731
26,male,55,60,.041063052,.078266464,.26776731
26,male,60,65,.04919102,.094330519,.42748126
26,male,65,70,.04919102,.094330519,.42748126
26,male,70,75,.11831064,.12917843,.68308234
26,male,75,80,.11831064,.12917843,.68308234
26,male,80,85,.2270859,.077314287,.77518547
26,male,85,90,.2270859,.077314287,.77518547
26,male,90,95,.4875553,.0023214931,.78515518
26,male,95,100,.4875553,.0023214931,.78515518
26,male,100,105,.4875553,.0023214931,.78515518
26,male,105,110,.4875553,.0023214931,.78515518
27,female,0,5,.00045616171,.00050029391,.071928531
27,female,5,10,.00045616171,.00050029391,.071928531
27,female,10,15,.00011020758,.0016270789,.029132914
27,female,15,20,.00011020758,.0016270789,.029132914
27,female,20,25,.0010402713,.0038524366,.085562341
27,female,25,30,.0010402713,.0038524366,.085562341
27,female,30,35,.00045135533,.0021515286,.098321751
27,female,35,40,.00045135533,.0021515286,.098321751
27,female,40,45,.0040775663,.014647645,.1336225
27,female,45,50,.0040775663,.014647645,.1336225
27,female,50,55,.012668755,.024823276,.21699353
27,female,55,60,.012668755,.024823276,.21699353
27,female,60,65,.011481709,.052718937,.36207443
27,female,65,70,.011481709,.052718937,.36207443
27,female,70,75,.052833267,.088691674,.65974283
27,female,75,80,.052833267,.088691674,.65974283
27,female,80,85,.11734771,.011433258,.73753625
27,female,85,90,.11734771,.011433258,.73753625
27,female,90,95,.20503217,.00040537762,.67880654
27,female,95,100,.20503217,.00040537762,.67880654
27,female,100,105,.20503217,.00040537762,.67880654
27,female,105,110,.20503217,.00040537762,.67880654
27,male,0,5,.0011890455,.00081168109,.050880857
27,male,5,10,.0011890455,.00081168109,.050880857
27,male,10,15,.0013923462,.0028448014,.0094418535
27,male,15,20,.0013923462,.0028448014,.0094418535
27,male,20,25,.004530102,.0047967169,.056202609
27,male,25,30,.004530102,.0047967169,.056202609
27,male,30,35,.0012544364,.0041899104,.057679288
27,male,35,40,.0012544364,.0041899104,.057679288
27,male,40,45,.0027574478,.012101662,.1774195
27,male,45,50,.0027574478,.012101662,.1774195
27,male,50,55,.01460312,.04369643,.27753094
27,male,55,60,.01460312,.04369643,.27753094
27,male,60,65,.034710776,.059034444,.43798038
27,male,65,70,.034710776,.059034444,.43798038
27,male,70,75,.067255758,.078884594,.57964289
27,male,75,80,.067255758,.078884594,.57964289
27,male,80,85,.20494416,.025986163,.82390708
27,male,85,90,.20494416,.025986163,.82390708
27,male,90,95,.35705853,.00077459932,.74803102
27,male,95,100,.35705853,.00077459932,.74803102
27,male,100,105,.35705853,.00077459932,.74803102
27,male,105,110,.35705853,.00077459932,.74803102
28,female,0,5,.0003880267,.0011798105,.064639546
28,female,5,10,.0003880267,.0011798105,.064639546
28,female,10,15,.00036821145,.0023541097,.031768002
28,female,15,20,.00036821145,.0023541097,.031768002
28,female,20,25,.00077339914,.0073796273,.05523451
28,female,25,30,.00077339914,.0073796273,.05523451
28,female,30,35,.00061801367,.0072897747,.087413281
28,female,35,40,.00061801367,.0072897747,.087413281
28,female,40,45,.0024001645,.024042759,.13819399
28,female,45,50,.0024001645,.024042759,.13819399
28,female,50,55,.007081144,.043837413,.18360569
28,female,55,60,.007081144,.043837413,.18360569
28,female,60,65,.017430199,.092639849,.39754608
28,female,65,70,.017430199,.092639849,.39754608
28,female,70,75,.057993297,.18397857,.57061851
28,female,75,80,.057993297,.18397857,.57061851
28,female,80,85,.05121937,.023205683,.71254396
28,female,85,90,.05121937,.023205683,.71254396
28,female,90,95,.19771066,.0047448259,.64347398
28,female,95,100,.19771066,.0047448259,.64347398
28,female,100,105,.19771066,.0047448259,.64347398
28,female,105,110,.19771066,.0047448259,.64347398
28,male,0,5,.0013331214,.0018338104,.045076258
28,male,5,10,.0013331214,.0018338104,.045076258
28,male,10,15,.0030059537,.0038107976,.010805811
28,male,15,20,.0030059537,.0038107976,.010805811
28,male,20,25,.00055703142,.0096981442,.059233338
28,male,25,30,.00055703142,.0096981442,.059233338
28,male,30,35,.0046414658,.011724726,.076333016
28,male,35,40,.0046414658,.011724726,.076333016
28,male,40,45,.0064609749,.029203717,.17180039
28,male,45,50,.0064609749,.029203717,.17180039
28,male,50,55,.0090306113,.096901618,.25894812
28,male,55,60,.0090306113,.096901618,.25894812
28,male,60,65,.046814479,.13970257,.46283048
28,male,65,70,.046814479,.13970257,.46283048
28,male,70,75,.096906155,.14286005,.58400941
28,male,75,80,.096906155,.14286005,.58400941
28,male,80,85,.27860358,.070349433,.76946825
28,male,85,90,.27860358,.070349433,.76946825
28,male,90,95,.44905961,.0056613386,.74458325
28,male,95,100,.44905961,.0056613386,.74458325
28,male,100,105,.44905961,.0056613386,.74458325
28,male,105,110,.44905961,.0056613386,.74458325
29,female,0,5,.0015473434,.0010489589,.059638023
29,female,5,10,.0015473434,.0010489589,.059638023
29,female,10,15,.00064078497,.0025442347,.021589261
29,female,15,20,.00064078497,.0025442347,.021589261
29,female,20,25,.00049130223,.0040391344,.071041204
29,female,25,30,.00049130223,.0040391344,.071041204
29,female,30,35,.0046627684,.0049242391,.092396542
29,female,35,40,.0046627684,.0049242391,.092396542
29,female,40,45,.0023085822,.021034386,.12744106
29,female,45,50,.0023085822,.021034386,.12744106
29,female,50,55,.012342147,.037319358,.20919724
29,female,55,60,.012342147,.037319358,.20919724
29,female,60,65,.023769965,.065018974,.32515821
29,female,65,70,.023769965,.065018974,.32515821
29,female,70,75,.04187952,.15496975,.6103546
29,female,75,80,.04187952,.15496975,.6103546
29,female,80,85,.058053169,.021509562,.68558061
29,female,85,90,.058053169,.021509562,.68558061
29,female,90,95,.21254252,.0019234812,.65213019
29,female,95,100,.21254252,.0019234812,.65213019
29,female,100,105,.21254252,.0019234812,.65213019
29,female,105,110,.21254252,.0019234812,.65213019
29,male,0,5,.002204858,.0014718054,.097117551
29,male,5,10,.002204858,.0014718054,.097117551
29,male,10,15,.0012969883,.0061068861,.016998468
29,male,15,20,.0012969883,.0061068861,.016998468
29,male,20,25,.002680758,.010698057,.048726544
29,male,25,30,.002680758,.010698057,.048726544
29,male,30,35,.0069452887,.013127658,.086460285
29,male,35,40,.0069452887,.013127658,.086460285
29,male,40,45,.0043066675,.029385917,.17331509
29,male,45,50,.0043066675,.029385917,.17331509
29,male,50,55,.014545328,.072618112,.2943154
29,male,55,60,.014545328,.072618112,.2943154
29,male,60,65,.038301639,.1132756,.40414998
29,male,65,70,.038301639,.1132756,.40414998
29,male,70,75,.18469739,.11324017,.66488743
29,male,75,80,.18469739,.11324017,.66488743
29,male,80,85,.34266904,.071935691,.79674131
29,male,85,90,.34266904,.071935691,.79674131
29,male,90,95,.48444706,.004926193,.69496173
29,male,95,100,.48444706,.004926193,.69496173
29,male,100,105,.48444706,.004926193,.69496173
29,male,105,110,.48444706,.004926193,.69496173
30,female,0,5,.00028475502,.0021976128,.11664074
30,female,5,10,.00028475502,.0021976128,.11664074
30,female,10,15,.00072597538,.0037427794,.064168997
30,female,15,20,.00072597538,.0037427794,.064168997
30,female,20,25,.00042993281,.0069987662,.14189376
30,female,25,30,.00042993281,.0069987662,.14189376
30,female,30,35,.0016409251,.007454026,.19979723
30,female,35,40,.0016409251,.007454026,.19979723
30,female,40,45,.0029612875,.036883343,.14971519
30,female,45,50,.0029612875,.036883343,.14971519
30,female,50,55,.0094607733,.051434956,.2858018
30,female,55,60,.0094607733,.051434956,.2858018
30,female,60,65,.011901909,.1046907,.53794593
30,female,65,70,.011901909,.1046907,.53794593
30,female,70,75,.026319869,.18602806,.69537008
30,female,75,80,.026319869,.18602806,.69537008
30,female,80,85,.12775114,.031374827,.85598201
30,female,85,90,.12775114,.031374827,.85598201
30,female,90,95,.14763539,.0076468219,.7407577
30,female,95,100,.14763539,.0076468219,.7407577
30,female,100,105,.14763539,.0076468219,.7407577
30,female,105,110,.14763539,.0076468219,.7407577
30,male,0,5,.0017227895,.0015660797,.098568633
30,male,5,10,.0017227895,.0015660797,.098568633
30,male,10,15,.0014217813,.004869367,.014728621
30,male,15,20,.0014217813,.004869367,.014728621
30,male,20,25,.0017341468,.010467481,.10019732
30,male,25,30,.0017341468,.010467481,.10019732
30,male,30,35,.0019833979,.015334855,.13216159
30,male,35,40,.0019833979,.015334855,.13216159
30,male,40,45,.004697036,.040114917,.26130372
30,male,45,50,.004697036,.040114917,.26130372
30,male,50,55,.016925802,.078856826,.41931421
30,male,55,60,.016925802,.078856826,.41931421
30,male,60,65,.0631193,.16474696,.48728505
30,male,65,70,.0631193,.16474696,.48728505
30,male,70,75,.11591057,.14639476,.72920042
30,male,75,80,.11591057,.14639476,.72920042
30,male,80,85,.25723615,.066492178,.86048108
30,male,85,90,.25723615,.066492178,.86048108
30,male,90,95,.33200064,.014612107,.8333649
30,male,95,100,.33200064,.014612107,.8333649
30,male,100,105,.33200064,.014612107,.8333649
30,male,105,110,.33200064,.014612107,.8333649
31,female,0,5,.00024762607,.0016278428,.08165846
31,female,5,10,.00024762607,.0016278428,.08165846
31,female,10,15,.000062855623,.00388119,.028494861
31,female,15,20,.000062855623,.00388119,.028494861
31,female,20,25,.0013476619,.012626483,.088524707
31,female,25,30,.0013476619,.012626483,.088524707
31,female,30,35,.00079120311,.010964002,.12680498
31,female,35,40,.00079120311,.010964002,.12680498
31,female,40,45,.0045274221,.040229961,.15483931
31,female,45,50,.0045274221,.040229961,.15483931
31,female,50,55,.0068193064,.058744658,.24632922
31,female,55,60,.0068193064,.058744658,.24632922
31,female,60,65,.011447127,.12937357,.42602706
31,female,65,70,.011447127,.12937357,.42602706
31,female,70,75,.04130074,.15414722,.68732452
31,female,75,80,.04130074,.15414722,.68732452
31,female,80,85,.079393879,.041504167,.73780388
31,female,85,90,.079393879,.041504167,.73780388
31,female,90,95,.14743401,.02573498,.67772758
31,female,95,100,.14743401,.02573498,.67772758
31,female,100,105,.14743401,.02573498,.67772758
31,female,105,110,.14743401,.02573498,.67772758
31,male,0,5,.0008666981,.0036627026,.10271384
31,male,5,10,.0008666981,.0036627026,.10271384
31,male,10,15,.00078390125,.0039180657,.020571038
31,male,15,20,.00078390125,.0039180657,.020571038
31,male,20,25,.00091730064,.0099164648,.052712686
31,male,25,30,.00091730064,.0099164648,.052712686
31,male,30,35,.0024508249,.016968599,.090588972
31,male,35,40,.0024508249,.016968599,.090588972
31,male,40,45,.0051076557,.057856649,.22691007
31,male,45,50,.0051076557,.057856649,.22691007
31,male,50,55,.041387267,.10282732,.27891591
31,male,55,60,.041387267,.10282732,.27891591
31,male,60,65,.021785038,.15961364,.53598148
31,male,65,70,.021785038,.15961364,.53598148
31,male,70,75,.14236961,.14727969,.63862222
31,male,75,80,.14236961,.14727969,.63862222
31,male,80,85,.21711347,.1210042,.85684729
31,male,85,90,.21711347,.1210042,.85684729
31,male,90,95,.29800978,.021660127,.7907443
31,male,95,100,.29800978,.021660127,.7907443
31,male,100,105,.29800978,.021660127,.7907443
31,male,105,110,.29800978,.021660127,.7907443
32,female,0,5,.0017091788,.0011053039,.051989004
32,female,5,10,.0017091788,.0011053039,.051989004
32,female,10,15,.00047716266,.0029404953,.029431812
32,female,15,20,.00047716266,.0029404953,.029431812
32,female,20,25,.0011148382,.0076174387,.06169818
32,female,25,30,.0011148382,.0076174387,.06169818
32,female,30,35,.0013034152,.0053872061,.12533459
32,female,35,40,.0013034152,.0053872061,.12533459
32,female,40,45,.0026985146,.020056862,.11790281
32,female,45,50,.0026985146,.020056862,.11790281
32,female,50,55,.0078635868,.029810997,.19386333
32,female,55,60,.0078635868,.029810997,.19386333
32,female,60,65,.017119553,.10280225,.30926016
32,female,65,70,.017119553,.10280225,.30926016
32,female,70,75,.042090692,.14084566,.61617243
32,female,75,80,.042090692,.14084566,.61617243
32,female,80,85,.13818125,.032261159,.68797714
32,female,85,90,.13818125,.032261159,.68797714
32,female,90,95,.19944565,.0052494034,.61556375
32,female,95,100,.19944565,.0052494034,.61556375
32,female,100,105,.19944565,.0052494034,.61556375
32,female,105,110,.19944565,.0052494034,.61556375
32,male,0,5,.00055652589,.001602317,.028419262
32,male,5,10,.00055652589,.001602317,.028419262
32,male,10,15,.0012657191,.0050092265,.010794384
32,male,15,20,.0012657191,.0050092265,.010794384
32,male,20,25,.0026175287,.0062645809,.043778978
32,male,25,30,.0026175287,.0062645809,.043778978
32,male,30,35,.0032036104,.016368417,.052637223
32,male,35,40,.0032036104,.016368417,.052637223
32,male,40,45,.005042518,.045128379,.14687112
32,male,45,50,.005042518,.045128379,.14687112
32,male,50,55,.016696988,.094044156,.24780846
32,male,55,60,.016696988,.094044156,.24780846
32,male,60,65,.041245744,.10423474,.39300197
32,male,65,70,.041245744,.10423474,.39300197
32,male,70,75,.11135581,.11978526,.53846496
32,male,75,80,.11135581,.11978526,.53846496
32,male,80,85,.24404994,.076372877,.77386248
32,male,85,90,.24404994,.076372877,.77386248
32,male,90,95,.32692188,.0059478176,.74495745
32,male,95,100,.32692188,.0059478176,.74495745
32,male,100,105,.32692188,.0059478176,.74495745
32,male,105,110,.32692188,.0059478176,.74495745
33,female,0,5,.00064733101,.0016165461,.083289646
33,female,5,10,.00064733101,.0016165461,.083289646
33,female,10,15,.00046308347,.0020210452,.04888206
33,female,15,20,.00046308347,.0020210452,.04888206
33,female,20,25,.00015877279,.0064224801,.093978509
33,female,25,30,.00015877279,.0064224801,.093978509
33,female,30,35,.00086160423,.005374054,.15970849
33,female,35,40,.00086160423,.005374054,.15970849
33,female,40,45,.001193713,.023334572,.16289362
33,female,45,50,.001193713,.023334572,.16289362
33,female,50,55,.0031744689,.039479446,.19656056
33,female,55,60,.0031744689,.039479446,.19656056
33,female,60,65,.019509781,.069570459,.41666386
33,female,65,70,.019509781,.069570459,.41666386
33,female,70,75,.037766319,.12050842,.61256874
33,female,75,80,.037766319,.12050842,.61256874
33,female,80,85,.10512299,.026077114,.74010295
33,female,85,90,.10512299,.026077114,.74010295
33,female,90,95,.20129161,.0038375752,.65442401
33,female,95,100,.20129161,.0038375752,.65442401
33,female,100,105,.20129161,.0038375752,.65442401
33,female,105,110,.20129161,.0038375752,.65442401
33,male,0,5,.0004349607,.0014394514,.063974954
33,male,5,10,.0004349607,.0014394514,.063974954
33,male,10,15,.00062316266,.004464536,.028364455
33,male,15,20,.00062316266,.004464536,.028364455
33,male,20,25,.001256349,.0086598424,.052362397
33,male,25,30,.001256349,.0086598424,.052362397
33,male,30,35,.0010654923,.011143793,.076499417
33,male,35,40,.0010654923,.011143793,.076499417
33,male,40,45,.0024944842,.028531818,.19768587
33,male,45,50,.0024944842,.028531818,.19768587
33,male,50,55,.0082858922,.084880538,.28653747
33,male,55,60,.0082858922,.084880538,.28653747
33,male,60,65,.024114482,.08532539,.49720931
33,male,65,70,.024114482,.08532539,.49720931
33,male,70,75,.11854168,.1549084,.62714863
33,male,75,80,.11854168,.1549084,.62714863
33,male,80,85,.13185163,.03762842,.78422433
33,male,85,90,.13185163,.03762842,.78422433
33,male,90,95,.28341576,.0080018817,.81427151
33,male,95,100,.28341576,.0080018817,.81427151
33,male,100,105,.28341576,.0080018817,.81427151
33,male,105,110,.28341576,.0080018817,.81427151
34,female,0,5,.0029455007,.0020822801,.12105386
34,female,5,10,.0029455007,.0020822801,.12105386
34,female,10,15,.0011250224,.0036895073,.03095215
34,female,15,20,.0011250224,.0036895073,.03095215
34,female,20,25,.0026889029,.010980975,.093861826
34,female,25,30,.0026889029,.010980975,.093861826
34,female,30,35,.0018395532,.011584005,.11194113
34,female,35,40,.0018395532,.011584005,.11194113
34,female,40,45,.0056807394,.037685901,.13980976
34,female,45,50,.0056807394,.037685901,.13980976
34,female,50,55,.019650787,.05743872,.22740009
34,female,55,60,.019650787,.05743872,.22740009
34,female,60,65,.029406633,.11658491,.39377558
34,female,65,70,.029406633,.11658491,.39377558
34,female,70,75,.055883642,.17410527,.64615494
34,female,75,80,.055883642,.17410527,.64615494
34,female,80,85,.14764383,.04343579,.72150701
34,female,85,90,.14764383,.04343579,.72150701
34,female,90,95,.25864372,.017335378,.61787891
34,female,95,100,.25864372,.017335378,.61787891
34,female,100,105,.25864372,.017335378,.61787891
34,female,105,110,.25864372,.017335378,.61787891
34,male,0,5,.0013091669,.0023417294,.06501437
34,male,5,10,.0013091669,.0023417294,.06501437
34,male,10,15,.0011142371,.005595454,.012743179
34,male,15,20,.0011142371,.005595454,.012743179
34,male,20,25,.00110839,.01404535,.048413701
34,male,25,30,.00110839,.01404535,.048413701
34,male,30,35,.004216793,.021307912,.10101384
34,male,35,40,.004216793,.021307912,.10101384
34,male,40,45,.0096522477,.051397689,.18056574
34,male,45,50,.0096522477,.051397689,.18056574
34,male,50,55,.012282509,.13112411,.29372454
34,male,55,60,.012282509,.13112411,.29372454
34,male,60,65,.093137451,.16549262,.38110012
34,male,65,70,.093137451,.16549262,.38110012
34,male,70,75,.084186375,.092711881,.63398385
34,male,75,80,.084186375,.092711881,.63398385
34,male,80,85,.27396724,.14426634,.82548785
34,male,85,90,.27396724,.14426634,.82548785
34,male,90,95,.38381541,.015095489,.77849352
34,male,95,100,.38381541,.015095489,.77849352
34,male,100,105,.38381541,.015095489,.77849352
34,male,105,110,.38381541,.015095489,.77849352
35,female,0,5,.00012526408,.001191982,.082600921
35,female,5,10,.00012526408,.001191982,.082600921
35,female,10,15,.00034309414,.0019657726,.030165423
35,female,15,20,.00034309414,.0019657726,.030165423
35,female,20,25,.00029523807,.0073882635,.070483021
35,female,25,30,.00029523807,.0073882635,.070483021
35,female,30,35,.0020830224,.0084132915,.096790031
35,female,35,40,.0020830224,.0084132915,.096790031
35,female,40,45,.0010343393,.023834907,.15989976
35,female,45,50,.0010343393,.023834907,.15989976
35,female,50,55,.0016571728,.04020917,.17718433
35,female,55,60,.0016571728,.04020917,.17718433
35,female,60,65,.0081553468,.083723672,.35050762
35,female,65,70,.0081553468,.083723672,.35050762
35,female,70,75,.01894993,.11191869,.6313436
35,female,75,80,.01894993,.11191869,.6313436
35,female,80,85,.072813734,.023085156,.73766857
35,female,85,90,.072813734,.023085156,.73766857
35,female,90,95,.11257027,.0040081148,.63615745
35,female,95,100,.11257027,.0040081148,.63615745
35,female,100,105,.11257027,.0040081148,.63615745
35,female,105,110,.11257027,.0040081148,.63615745
35,male,0,5,.00031920505,.0016194716,.048177447
35,male,5,10,.00031920505,.0016194716,.048177447
35,male,10,15,.00034787416,.004302504,.011284578
35,male,15,20,.00034787416,.004302504,.011284578
35,male,20,25,.00077732,.0084774438,.041722041
35,male,25,30,.00077732,.0084774438,.041722041
35,male,30,35,.00070996652,.013926469,.06825567
35,male,35,40,.00070996652,.013926469,.06825567
35,male,40,45,.0030891846,.039710846,.15809067
35,male,45,50,.0030891846,.039710846,.15809067
35,male,50,55,.0034019684,.10647231,.2997379
35,male,55,60,.0034019684,.10647231,.2997379
35,male,60,65,.014216179,.14440416,.55846447
35,male,65,70,.014216179,.14440416,.55846447
35,male,70,75,.047377922,.093856588,.5807119
35,male,75,80,.047377922,.093856588,.5807119
35,male,80,85,.13268036,.063644044,.76943427
35,male,85,90,.13268036,.063644044,.76943427
35,male,90,95,.38843325,.0083649615,.81642663
35,male,95,100,.38843325,.0083649615,.81642663
35,male,100,105,.38843325,.0083649615,.81642663
35,male,105,110,.38843325,.0083649615,.81642663
36,female,0,5,.00011385688,.00094946357,.08454749
36,female,5,10,.00011385688,.00094946357,.08454749
36,female,10,15,.0001124803,.0025007748,.023950808
36,female,15,20,.0001124803,.0025007748,.023950808
36,female,20,25,.0001924457,.0063312403,.067932747
36,female,25,30,.0001924457,.0063312403,.067932747
36,female,30,35,.00019080027,.0050174398,.13581304
36,female,35,40,.00019080027,.0050174398,.13581304
36,female,40,45,.00078966457,.025729708,.13295834
36,female,45,50,.00078966457,.025729708,.13295834
36,female,50,55,.00481648,.050052758,.23060487
36,female,55,60,.00481648,.050052758,.23060487
36,female,60,65,.010369235,.10433973,.36373845
36,female,65,70,.010369235,.10433973,.36373845
36,female,70,75,.013917129,.14359146,.67927951
36,female,75,80,.013917129,.14359146,.67927951
36,female,80,85,.061555896,.021553637,.62995201
36,female,85,90,.061555896,.021553637,.62995201
36,female,90,95,.088093556,.010952978,.61803538
36,female,95,100,.088093556,.010952978,.61803538
36,female,100,105,.088093556,.010952978,.61803538
36,female,105,110,.088093556,.010952978,.61803538
36,male,0,5,.0001937144,.002154853,.083943538
36,male,5,10,.0001937144,.002154853,.083943538
36,male,10,15,.00094395806,.0048618335,.011915668
36,male,15,20,.00094395806,.0048618335,.011915668
36,male,20,25,.00066492584,.013649695,.057924591
36,male,25,30,.00066492584,.013649695,.057924591
36,male,30,35,.00099737744,.022012895,.053827006
36,male,35,40,.00099737744,.022012895,.053827006
36,male,40,45,.0041889483,.043809388,.13186674
36,male,45,50,.0041889483,.043809388,.13186674
36,male,50,55,.0076794461,.073089644,.27654788
36,male,55,60,.0076794461,.073089644,.27654788
36,male,60,65,.015240211,.096503899,.42460468
36,male,65,70,.015240211,.096503899,.42460468
36,male,70,75,.066640317,.11974825,.70131582
36,male,75,80,.066640317,.11974825,.70131582
36,male,80,85,.12248068,.075559542,.7441268
36,male,85,90,.12248068,.075559542,.7441268
36,male,90,95,.30401587,.0080295065,.74834126
36,male,95,100,.30401587,.0080295065,.74834126
36,male,100,105,.30401587,.0080295065,.74834126
36,male,105,110,.30401587,.0080295065,.74834126
37,female,0,5,.00044706665,.0014875861,.1045153
37,female,5,10,.00044706665,.0014875861,.1045153
37,female,10,15,.00034934012,.0036538127,.029781511
37,female,15,20,.00034934012,.0036538127,.029781511
37,female,20,25,.00080847921,.0052602859,.075711593
37,female,25,30,.00080847921,.0052602859,.075711593
37,female,30,35,.00049990532,.010800767,.10600824
37,female,35,40,.00049990532,.010800767,.10600824
37,female,40,45,.0019606263,.028248919,.16671786
37,female,45,50,.0019606263,.028248919,.16671786
37,female,50,55,.0070258472,.039654035,.17927369
37,female,55,60,.0070258472,.039654035,.17927369
37,female,60,65,.0083762268,.096286036,.33274889
37,female,65,70,.0083762268,.096286036,.33274889
37,female,70,75,.038137801,.16330341,.6245054
37,female,75,80,.038137801,.16330341,.6245054
37,female,80,85,.057915021,.020177012,.72430271
37,female,85,90,.057915021,.020177012,.72430271
37,female,90,95,.19189605,.013693496,.59625918
37,female,95,100,.19189605,.013693496,.59625918
37,female,100,105,.19189605,.013693496,.59625918
37,female,105,110,.19189605,.013693496,.59625918
37,male,0,5,.00042255264,.0030571017,.042302284
37,male,5,10,.00042255264,.0030571017,.042302284
37,male,10,15,.00069352938,.0060003842,.012998962
37,male,15,20,.00069352938,.0060003842,.012998962
37,male,20,25,.0006881064,.0098456722,.03866772
37,male,25,30,.0006881064,.0098456722,.03866772
37,male,30,35,.0022581879,.010419562,.058369976
37,male,35,40,.0022581879,.010419562,.058369976
37,male,40,45,.0033715141,.046280745,.1652905
37,male,45,50,.0033715141,.046280745,.1652905
37,male,50,55,.011109739,.13511693,.2471755
37,male,55,60,.011109739,.13511693,.2471755
37,male,60,65,.031926375,.12352067,.44933194
37,male,65,70,.031926375,.12352067,.44933194
37,male,70,75,.11955582,.13516325,.60871875
37,male,75,80,.11955582,.13516325,.60871875
37,male,80,85,.13467771,.075652637,.76330769
37,male,85,90,.13467771,.075652637,.76330769
37,male,90,95,.24136081,.0059577073,.76526636
37,male,95,100,.24136081,.0059577073,.76526636
37,male,100,105,.24136081,.0059577073,.76526636
37,male,105,110,.24136081,.0059577073,.76526636
38,female,0,5,.00032090364,.0016990085,.096976131
38,female,5,10,.00032090364,.0016990085,.096976131
38,female,10,15,.00028315891,.0024993466,.037962597
38,female,15,20,.00028315891,.0024993466,.037962597
38,female,20,25,.0013985464,.012372464,.062020905
38,female,25,30,.0013985464,.012372464,.062020905
38,female,30,35,.001435814,.013926201,.081913799
38,female,35,40,.001435814,.013926201,.081913799
38,female,40,45,.0021103197,.034083601,.14306322
38,female,45,50,.0021103197,.034083601,.14306322
38,female,50,55,.0087880148,.048699275,.16872957
38,female,55,60,.0087880148,.048699275,.16872957
38,female,60,65,.029126009,.1446002,.35168904
38,female,65,70,.029126009,.1446002,.35168904
38,female,70,75,.051957991,.12893477,.58609158
38,female,75,80,.051957991,.12893477,.58609158
38,female,80,85,.10087917,.036104482,.67613137
38,female,85,90,.10087917,.036104482,.67613137
38,female,90,95,.16596456,.0083646057,.62461275
38,female,95,100,.16596456,.0083646057,.62461275
38,female,100,105,.16596456,.0083646057,.62461275
38,female,105,110,.16596456,.0083646057,.62461275
38,male,0,5,.0011323657,.002054465,.051952656
38,male,5,10,.0011323657,.002054465,.051952656
38,male,10,15,.0016259906,.0056647193,.014054823
