,,,bau,bau,bau,mass_media_uk,mass_media_uk,mass_media_uk,none,none,none,package_uk,package_uk,package_uk,reform_aus,reform_aus,reform_aus,reform_aus_50,reform_aus_50,reform_aus_50,reform_aus_70,reform_aus_70,reform_aus_70,reform_aus_90,reform_aus_90,reform_aus_90,reform_ausuk,reform_ausuk,reform_ausuk,reform_ausuk_50,reform_ausuk_50,reform_ausuk_50,reform_ausuk_70,reform_ausuk_70,reform_ausuk_70,reform_ausuk_90,reform_ausuk_90,reform_ausuk_90,reform_kcl_10,reform_kcl_10,reform_kcl_10,reform_kcl_all,reform_kcl_all,reform_kcl_all,reform_kcl_nacl,reform_kcl_nacl,reform_kcl_nacl,reform_uk,reform_uk,reform_uk,reform_uk_50,reform_uk_50,reform_uk_50,reform_uk_70,reform_uk_70,reform_uk_70,reform_uk_90,reform_uk_90,reform_uk_90,reform_who,reform_who,reform_who,reform_who_50,reform_who_50,reform_who_50,reform_who_70,reform_who_70,reform_who_70,reform_who_90,reform_who_90,reform_who_90
2024 to 2034,Female,SES2,337079.29886482,337473.166144607,337843.8495975525,0.3346211521632296,0.6548440923237067,1.2084607434480605,0.0,0.0,0.0,2.0692065204924934,2.9546505932342804,4.074108455821257,2.8087372720508625,3.995893797514559,5.681574864492705,1.4084594538696755,1.999194333243417,2.809613552647385,1.9404059118845225,2.8040410266776377,3.960480806020805,2.5046809176976605,3.595481956244533,5.110914298169502,4.234095398968325,5.7809473083044445,7.9777574537183495,2.0960836952465907,2.89311822057788,4.0123765508733085,2.92675496320331,4.061424544946091,5.6282394293262135,3.778502827902393,5.222173766248897,7.137683385806442,2.081403112362229,2.9501357916992825,4.238061856667931,41.39530714349472,59.032388771583406,81.08813578712912,3.479234875577231,4.890392630004401,7.007935149089342,5.873367022420393,8.455472434155412,12.092486319747273,2.967440076365513,4.2480311129515,6.0627134990002505,4.151259382984514,5.929501296346336,8.348957233778428,5.349128244705184,7.590112038569952,10.696080402172225,10.960390677660074,15.636305450693426,22.000544349832747,5.463394984913256,7.885367098658829,10.994086493076749,7.776476962676132,11.005915547919066,15.381576286461387,9.816481825533362,14.087952013753158,19.634454142134388
2024 to 2034,Female,SES3,355633.9986637538,355977.77044071315,356301.2046902026,0.2984333930937031,0.5809361807582973,1.0787833721317732,0.0,0.0,0.0,1.8141056463481375,2.6002727397367225,3.617804917045773,2.4804926217516376,3.5531968211030973,5.082962570124189,1.2499394256993444,1.7780921140308232,2.5280200220096383,1.722207307915862,2.4917260715509038,3.5444525261611584,2.2199947024331155,3.19790430318505,4.5658043129324914,3.771809420386996,5.175546767091756,7.149881430324503,1.8618914935496382,2.5854317114743717,3.611183440157355,2.6104058750373027,3.635156812711856,5.061898044395377,3.3642887616442567,4.666178271397245,6.412175102153871,1.8688669111600982,2.6539087656805727,3.8456591250076317,35.4477477362872,50.55883166150461,70.2826842443319,3.0933218250477093,4.373657895405039,6.288808191944494,5.220645123327394,7.515073377655325,10.809279502554336,2.636318746336559,3.782461297580438,5.41549937138794,3.672610818372573,5.2793144380530705,7.516748815815758,4.753960269974055,6.761745109787892,9.588974619794357,9.746205037868194,13.947853292656838,19.723850367046047,4.838948338575702,7.027322708857717,9.82193450359089,6.885837588770161,9.80096412899157,13.757461150607528,8.697468778414411,12.532527584645253,17.618234866005384
2024 to 2034,Female,SES4,374419.9144104203,374717.222378566,374996.86817503476,0.24023819332843457,0.4699138934511409,0.8629915406851749,0.0,0.0,0.0,1.4612308820207387,2.0846392991352554,2.8984434372114194,2.0071118117828677,2.8749817240223767,4.094321482376933,1.0161571602152866,1.4400391996047475,2.0253211318054216,1.3886905041545141,2.012768384919918,2.862355834965275,1.8029211408845844,2.588166535401882,3.6693595308825353,3.0491944953501213,4.209052918169872,5.782462376414805,1.5110823145086176,2.1040948285735297,2.9189471177290867,2.1175572516601955,2.95815952575185,4.105922934467632,2.740986041273796,3.795802835947244,5.197153544028764,1.5300402279347471,2.1696366467042685,3.11860414664603,26.161419301362432,38.18871467468066,53.55227920884739,2.5127656398848477,3.550664652915782,5.093814412440514,4.230226810841107,6.090436659823126,8.756684778844235,2.126209710082854,3.0601972918155056,4.388373581335026,2.9719786689982968,4.2784187636444315,6.06140991739912,3.839434297365747,5.478767339191704,7.751629147080845,7.880538055659893,11.312620164609914,15.927042079260312,3.9202572633595016,5.695967298454615,7.970787074955264,5.575520158424401,7.945507378143392,11.14352390069454,7.031006950985394,10.161041285417305,14.262672167995168
2024 to 2034,Female,SES5,362225.648560284,362470.94579028257,362701.62909206137,0.17966735686994334,0.35398266070719187,0.645986988131974,0.0,0.0,0.0,1.0931766045495124,1.5669033324554111,2.170917827514271,1.5230486182212875,2.17213176021476,3.061875703035379,0.7674482978505719,1.0866301999119008,1.5206860874840409,1.0504665644944597,1.517393829536446,2.163990547235751,1.349374914892682,1.9515741558848465,2.7612653913686507,2.2939335231106983,3.1845733736204185,4.356901878642948,1.1377055831708693,1.5905605621149008,2.19673256003956,1.599621444734093,2.2313937253649505,3.098816060119739,2.0680556722811625,2.867268764455881,3.909701842180721,1.1540202821696421,1.6362644304401632,2.343047058322508,16.52932716945987,25.835356257334645,37.567078025078686,1.8818455978763933,2.6665088240958985,3.812501987516447,3.2182723090237553,4.590325654139056,6.591920186719252,1.6092572293319443,2.3068194160826536,3.306076863495729,2.244086404505215,3.228345132192777,4.5471056982393945,2.902887370474035,4.146745885945279,5.830751182153801,5.947872853483088,8.541974786618821,11.92519254901924,2.968876040415322,4.296548727729262,5.987604646060822,4.190076886234488,5.999130135262612,8.428311118497339,5.333211227192516,7.675754366821084,10.722212638298938
2024 to 2034,Male,All,2641047.789441068,2645424.872591419,2649547.887473847,2.8699967142876357,5.75198084455635,10.812738028973994,0.0,0.0,0.0,17.97666079571917,26.429350357587147,37.701539009236946,28.570786293409572,41.0237991375706,59.46954754894441,14.253367868578746,20.451855241983385,29.787398122208888,19.69381514346147,28.71669039722621,41.423079342305655,25.46221657076012,36.94254028987335,53.46045247231902,42.44618886726004,60.033926179187944,84.37527077541972,21.485617107341568,30.204143504960005,42.04004625171515,29.952498685755714,42.387648037293346,59.313545489986886,38.39823378463537,54.34632984303016,75.7013612160094,17.81720457165247,25.634299550408294,36.805595251340584,353.73822656964165,524.1564349839937,746.2159302888458,29.896262386222723,42.77261465504903,62.92237621375109,62.070929990597406,91.21290777538411,132.2053063760486,31.29385206753633,45.95102473565238,66.66307752427366,43.55350860179268,64.24958153743097,91.7371717247873,55.891631935894566,81.91152691353663,117.28062058123028,102.18931419445282,149.13979019096467,213.15273748112818,51.399718481685,75.19333153986867,108.09479312644667,71.03518305181639,105.12268219460881,151.10362744163237,90.95151801896483,134.08266760773552,192.71949943793044
2024 to 2034,Male,SES1,486837.98884574196,488043.0827449389,489179.37792621105,0.7895267183940048,1.5823618205967611,2.9587791306598143,0.0,0.0,0.0,5.010109675035776,7.327911578471056,10.488934552801751,7.835585628500799,11.256863046164952,16.173994188890582,3.919736135954602,5.601439194012194,8.07917756294483,5.383995043283324,7.856513461954505,11.285420265884374,6.984573683389115,10.097804084328935,14.557995544490709,11.675509760003388,16.282363798387593,22.809626577208213,5.884389784536752,8.201364815101176,11.438370713164966,8.197951805151614,11.508364312901433,16.096403504295186,10.446175382432545,14.722899439627213,20.480355547812202,4.803587057478255,6.916901427622118,9.837102827070648,98.44413308854604,144.8467234325684,205.80754927855295,8.170987216395194,11.623413178871692,17.047797368304327,16.999732268900345,24.94030989888734,36.06314939488944,8.638780930235539,12.534853440945145,18.103682956693667,11.984624335474347,17.577346258454366,24.928843387060635,15.386714187635238,22.404777040453283,32.19777670154667,27.80494581591799,40.80621351475593,57.86994292159643,14.112272194832341,20.605090296952312,29.44998120530251,19.497281200549715,28.661265529095203,41.06349256810355,24.949775257848508,36.595219489874964,52.385424044484715
2024 to 2034,Male,SES2,501207.80896694947,502208.4216839381,503151.2266971845,0.6286844815599806,1.2586138271321041,2.352915158592058,0.0,0.0,0.0,3.9730680071794526,5.815380091925392,8.269750449202435,6.263244621064967,8.94409302980987,12.920792995321104,3.1090670824215203,4.464017387136889,6.485407504616315,4.312433602119757,6.258357524247589,8.99396454090465,5.541102412415088,8.03312188673641,11.645136351906208,9.26079205632478,13.022969582948255,18.300957855723645,4.690000464952135,6.553454108474057,9.134679923246363,6.490764904758459,9.202360309491239,12.841597578294175,8.32175045266924,11.780103271931118,16.382204552563028,3.828245467193964,5.531973061219036,7.943087622933382,78.1813821612831,115.30664643313062,163.7347299018,6.5058139012711464,9.293876719123235,13.67926162743847,13.595980678616145,19.883723824953126,28.712201442402517,6.840493918172714,10.01807477490166,14.500728279533424,9.49672336162712,14.008243076008004,19.969379460886685,12.185069514626859,17.85599780277937,25.45411902290802,22.23360281378339,32.48704848123941,46.488383845980486,11.211002100006558,16.405693556814306,23.58212733274098,15.505731722933376,22.89051921085958,32.92658025297657,19.87274780716412,29.2373439674485,41.8764177955415
2024 to 2034,Male,SES3,532626.3201110401,533483.7342637442,534291.1312261596,0.5634642241624253,1.1324408937223276,2.124169306685393,0.0,0.0,0.0,3.524601252442781,5.169646874044089,7.379542374667063,5.630839106564408,8.09162741136297,11.745739806607958,2.8060670328453075,4.031682862516563,5.861960198926423,3.881065762139693,5.648589628954612,8.143382176272343,5.032972632419757,7.281398834066643,10.526926946302629,8.369273429199604,11.863612606511198,16.612057425135948,4.227290463991709,5.96648825792351,8.305093210340422,5.907474073709726,8.371094417941428,11.719786635486686,7.563259739597434,10.73323777550744,14.976262742101742,3.5215220003889045,5.068484491996539,7.299651685682733,69.54053401078512,102.91713799820863,146.61851138826233,5.891040518723269,8.438683518604815,12.390723158869541,12.218620747013976,17.948162291620076,26.077281001493777,6.155735559865091,9.050410078555371,13.102910491250068,8.55750125207238,12.65249306122466,18.050213263734136,11.025307990161693,16.152684953164115,23.116016226699237,20.088087059402948,29.37357208627573,42.032634850720186,10.103235817768901,14.827896388164081,21.28028933454141,14.037220103590855,20.700313996707777,29.842135486844487,17.9004083246952,26.426473989016195,38.03586618021887
2024 to 2034,Male,SES4,565282.274543873,566006.944860555,566689.0048777361,0.4834125530445191,0.9763405309209898,1.8272971138591543,0.0,0.0,0.0,2.9978160470478574,4.4187517147125295,6.319281908744683,4.848987009792996,6.972786337622228,10.133018050113016,2.406859657211976,3.473344460522906,5.081998123169674,3.3284470505229664,4.872346454714496,7.05845894175471,4.328639610855892,6.283448521118266,9.122788467976774,7.212215905564996,10.298740434145326,14.388468189516376,3.663022711878223,5.1794897384877085,7.215395411258446,5.084967164536467,7.2563062446568685,10.186794149780532,6.549042859679078,9.320439596277009,13.032372676528228,3.0751223638897516,4.432106591401171,6.411941223976562,59.37101336406456,87.94677268640643,125.863735643241,5.104592065830168,7.327435274179587,10.783844650278791,10.496392962378716,15.50099524436488,22.508807198883325,5.294162910753312,7.806666914311635,11.292887904747765,7.362278554520425,10.91196042940795,15.628156003029668,9.472283344430911,13.953325309929353,19.88427076459222,17.28727763213171,25.367675921195556,36.39236480050783,8.680671732904564,12.806499976510048,18.369988825038202,12.0807348337962,17.86123362428573,25.8811113923992,15.45198207033915,22.85204203784702,32.86033643860584
2024 to 2034,Male,SES5,555093.3969734634,555682.6890382429,556237.1467465555,0.40340244784387713,0.8124103633928963,1.5256056691685458,0.0,0.0,0.0,2.486481175124148,3.6625992216611056,5.2762239576690915,4.012311914574393,5.809838680412286,8.464268663553364,1.9954806217114953,2.8960785124360857,4.276160523578356,2.759260908269441,4.050605354633492,5.881745085136578,3.573132044161476,5.225985101546154,7.665287400026995,5.944681482888338,8.603845216940812,12.024606175432005,3.0261549845025573,4.327853656702593,6.061451712784224,4.194942031721122,6.055062194455571,8.55142500614297,5.40582032138779,7.793402142591775,10.920920765644658,2.5430781770813335,3.6938257949666324,5.354272095401861,49.364072735120274,72.9897470650022,105.00924173088531,4.2273247057211485,6.092732235635312,9.030290451464463,8.785238780059952,12.918070571383673,18.746612035298753,4.372104193775852,6.503634526301752,9.43377330748081,6.128381521803276,9.081862105896512,13.05477596002929,7.82941982485763,11.6452312710494,16.641213604937814,14.279101452237452,21.118306578888514,30.521185897428886,7.202006207432028,10.661617048291944,15.33900631851532,10.0225118040797,14.843670370832662,21.610952959013872,12.809038331086867,19.005976004466127,27.512721090299912
2024 to 2044,All,All,7593918.541567177,7606279.594894277,7617924.23367669,10.858146655494796,21.7918700869075,39.717466719442264,0.0,0.0,0.0,95.45184918749649,137.19637619360032,193.26861542899547,145.8671355111264,208.7999101692197,297.07084193158903,72.96677207189177,104.46843758881556,148.11621211132692,100.62509240080117,145.88336108609252,207.91199237826248,129.81841716033057,187.33350922328378,268.4985665751422,275.6517262217282,391.1738327565692,551.5330437293997,140.0161872302018,196.74690502546005,275.1941638133113,195.24893683464168,274.25956301347037,386.7019504527509,249.9348031162131,352.8476477898013,496.2208847129968,239.4423665670971,341.2804920466026,482.33404817115326,1494.503466984082,2184.1017030099997,3051.194144041908,190.576503923098,270.3648067035892,389.9896328391151,320.0021982838719,456.88205917217795,655.1773841942706,160.06732050343115,230.55990481507325,329.07046697534383,223.42225174630062,320.8468470232561,456.8822807422367,286.49143539668995,411.9796541631165,587.6709900128392,542.5490127490019,784.3817906639038,1094.31742710955,272.06372087018957,396.775350947111,558.8725611436448,384.4419982139188,552.1647577709718,780.2222446060391,490.8931659101949,706.6320038213735,996.217154501052
2024 to 2044,All,SES1,1427976.7596096257,1431364.562807181,1434559.2630630324,3.143903712498351,6.285157908963431,11.51203793270549,0.0,0.0,0.0,27.385657465951773,39.35481226726587,55.10973305946993,41.63827328274642,59.19849795460138,83.85916567143356,20.574839601578756,29.538577716534896,41.87889496623604,28.484835409464736,41.27785679719749,58.90007854928536,36.84405367502997,53.04157952562096,75.57590883663427,78.77713358266469,109.848625541765,154.18539998870682,39.72422180949018,55.276869339950736,77.03744211590043,55.47306446648634,77.23986390898315,109.15586848369463,70.83486842532449,99.1411412183416,138.86802388079485,67.90050706104839,96.19341694821746,135.6632308467149,434.875604850187,632.1748107716817,880.8353626994186,54.199497704701535,76.9157325840072,111.58103329488297,90.78568922282264,129.20983951448466,185.55886280171237,45.46369567519959,65.14399332306398,93.23679942004702,63.460083988007284,90.66527251434164,129.34169438896268,81.70436300108639,116.40403868482034,164.96290485062013,154.40296030560964,222.17379250266669,312.63580274248164,77.67054616848442,112.29226802519645,157.9710987829535,109.55746322658159,156.47924735643778,220.61523514910988,139.24778761593075,200.42898015732888,283.56462323543485
2024 to 2044,All,SES2,1447036.8313013653,1449844.550083361,1452490.3094471924,2.373805734559947,4.772307450926766,8.6986368184132,0.0,0.0,0.0,20.831946696503795,29.94230838918825,42.06534584516058,31.799327303263574,45.334126693216334,64.31622886958927,15.934988471631641,22.660709656894845,32.126717843335996,21.85089919253532,31.679030291512788,44.97867436765245,28.238970409453525,40.65398779191153,58.000094985063456,59.98457757813601,84.66643765992751,118.74093072160468,30.374475353975264,42.528923005718895,59.642131295452195,42.417496589616356,59.31650058815643,83.59777795422363,54.09386014696686,76.24957653692039,107.19743501612093,51.56433532424342,73.6835530703492,103.7781751167599,331.65428229806037,481.6393251138421,672.3802539701954,41.44912619522874,58.77762253946547,84.70292545581563,69.23678811603828,99.29195532315437,141.5056261214812,34.82661043007526,49.97785608279561,71.64835567439314,48.59865888646649,69.55853811010964,99.5493178540257,62.35529757178946,89.46510359295937,126.96265596567396,117.89771533302523,170.45824896752288,237.8322733938402,59.30051559434264,86.15105447540672,121.15236677387077,83.70378230320841,120.06032274277672,168.6559497347082,106.57690709134621,153.68839598563773,215.72320178053587
2024 to 2044,All,SES3,1531194.6207615675,1533622.7915778225,1535909.5573588712,2.129677371651965,4.2872285201487195,7.831455146152439,0.0,0.0,0.0,18.93377133226515,27.136938863381026,38.2229816692717,28.75045554974992,41.404411516523744,59.08976712497571,14.423391935828816,20.702931875667357,29.440218541222077,19.928300264006033,28.90220265276099,41.251859840002595,25.67545159429363,37.15595719268981,53.38074520119377,54.73671044009336,77.7665190298496,109.58000215869596,27.75784805471047,39.07707919314641,54.71132214342661,38.82130589724564,54.498443711847514,77.27119597525106,49.73109174628331,70.23672274189184,98.87191944138459,47.92517346087849,68.00081462805898,96.16495072185336,295.49364318394333,432.62058814469617,607.2414272293917,37.672651057781536,53.597303619066636,77.26423026449974,63.198006913688346,90.61559019080659,130.72525251255527,31.756350456855696,45.724192464333655,65.3615134385411,44.41648169665919,63.69611705362591,90.44659841739117,56.83576469950981,81.58081671864903,115.93621545446169,107.47683159429528,155.56922478201577,216.67333308499605,53.78152988315524,78.50835207793506,110.91334622330744,76.02556193379712,109.39407151851887,154.8365110700926,97.53118091476087,140.22285105519114,197.80780707266334
