,,,bau,bau,bau,mass_media_uk,mass_media_uk,mass_media_uk,none,none,none,package_uk,package_uk,package_uk,reform_aus,reform_aus,reform_aus,reform_aus_50,reform_aus_50,reform_aus_50,reform_aus_70,reform_aus_70,reform_aus_70,reform_aus_90,reform_aus_90,reform_aus_90,reform_ausuk,reform_ausuk,reform_ausuk,reform_ausuk_50,reform_ausuk_50,reform_ausuk_50,reform_ausuk_70,reform_ausuk_70,reform_ausuk_70,reform_ausuk_90,reform_ausuk_90,reform_ausuk_90,reform_kcl_10,reform_kcl_10,reform_kcl_10,reform_kcl_all,reform_kcl_all,reform_kcl_all,reform_kcl_nacl,reform_kcl_nacl,reform_kcl_nacl,reform_uk,reform_uk,reform_uk,reform_uk_50,reform_uk_50,reform_uk_50,reform_uk_70,reform_uk_70,reform_uk_70,reform_uk_90,reform_uk_90,reform_uk_90,reform_who,reform_who,reform_who,reform_who_50,reform_who_50,reform_who_50,reform_who_70,reform_who_70,reform_who_70,reform_who_90,reform_who_90,reform_who_90
2034 to 2044,Female,SES4,481095.74200623936,481642.9930034714,482157.9582931844,0.540426881402719,1.1102667371611,2.029932298390692,0.0,0.0,0.0,6.277935682257292,9.05964164773333,12.682724242193672,8.858733870568805,12.797351269965947,18.344676104489864,4.432009885432059,6.41659902952969,9.169847295408951,6.110250108423915,8.948432624272705,12.757905255050105,7.9518239545344445,11.532578534068227,16.481318993845395,17.811518335566753,25.36404880543506,36.170028531449326,8.87363722100103,12.704344063945294,18.067107749699645,12.488548435581476,17.71731561898923,25.40888839267581,16.08272523313667,22.894360491729202,32.34548310794733,20.584987765363525,29.33203672838068,42.12970465408131,81.78170977934253,119.95863168465732,169.2625314608037,13.314723468994483,19.222998639074387,27.57723864615532,18.74719909500962,27.00784276422554,39.042559550077236,9.382412975388181,13.55936380876845,19.583007471312932,13.173973855701277,18.964351791069745,27.1817290277999,16.705569733249273,24.347601568209708,34.81393740950806,34.76163267615181,50.17029553485894,70.11335711024232,17.327343574273804,25.251865201030014,35.51347385948914,24.214169293789443,35.22801659916967,49.489797500975314,31.100881100534743,45.2488611435312,63.50523036848212
2034 to 2044,Female,SES5,461495.0757750552,461921.8344204781,462323.30034169165,0.38035833301006255,0.7842132769256234,1.4493253375750272,0.0,0.0,0.0,4.403778670049294,6.393319529087067,8.908829938599604,6.22472737170248,9.027634589443743,12.843637933910466,3.146812292860687,4.538308072109878,6.4310761893842345,4.310256828391587,6.3250707777044175,8.975118296437415,5.603743598904043,8.134117967084169,11.614542629779898,12.51922567601392,17.85899355968553,25.505687418175118,6.248480397101629,8.9794222112239,12.739225893245312,8.753874285044478,12.513367462395845,17.88920894098313,11.255086111157304,16.11978890746361,22.746091501877864,14.425950386129736,20.566582168245198,29.51753552055979,49.37184613638142,76.948279814767,112.06341610653881,9.426738430184479,13.54238538915056,19.348719478690416,13.124347203784666,19.056084259759132,27.45110391209504,6.618931879932119,9.584465870903909,13.821042981742908,9.22942606194066,13.412164609784128,19.117881098731225,11.760961196957544,17.18813411702311,24.459609755542076,24.458322141702354,35.507346379550214,49.76391628609884,12.345477935293957,17.856809443270922,25.02077063459385,17.143706018587128,24.95743643708718,35.094380450169055,21.968170661604606,32.01294784545594,44.80604153304439
2034 to 2044,Male,All,3470689.789561645,3478789.771064065,3486426.181070153,7.875516896086243,16.103799858679118,29.685616981502882,0.0,0.0,0.0,83.18799713023554,122.68905059181137,175.26687403650476,133.77103415283182,192.8000271015564,278.97441216140254,66.91911709219845,96.77106978905064,139.85525618668302,93.16168913630591,135.0359652988692,194.8007435075878,120.00261924827842,173.52117796483415,251.23244530287528,277.14281937856686,402.39977905327737,572.9845187217651,139.85337885987622,202.11281855467735,287.047210714144,194.3189237097036,282.9200359832786,401.4839002367884,247.72029049103347,362.28732400311895,519.8371256301863,262.8402525120362,381.9153827836068,544.9005478098784,1190.165486688785,1765.0537714893967,2500.1948109720765,179.3897537824453,257.6380464420864,376.08775437113616,294.7733544636058,430.6509764716261,624.3786729044044,148.5616745641919,217.2489291667657,315.2703512307793,206.7184902558143,303.1328808783758,436.5692204482999,265.87857109422816,388.7680807330503,562.2381801914046,489.0230636600547,720.9287892426858,1029.448810126909,247.22283491306433,364.0938068197382,521.9346633197915,344.9440881234525,506.9651763803097,730.386350182603,443.9649677912335,648.2502095971163,930.0145231437006
2034 to 2044,Male,SES1,655654.6633249619,657887.8554181784,659995.9969256939,2.2368837230777947,4.538946684164941,8.373635755728241,0.0,0.0,0.0,23.00759735660299,33.76120328526145,48.286292735751424,36.79394639916099,52.80196261031044,76.11376684810085,18.38548659146601,26.535688724808335,38.54968221671568,25.59919935213825,37.06467726463795,53.40210592838976,32.996575148184206,47.48899767009151,68.58463502262795,75.5940824846108,109.474936699063,155.18797815443267,38.461314666740236,54.9993750175817,78.10645152620233,53.083601608165594,76.94587588247359,109.91243419706595,67.98145001119197,98.62901459315569,141.16233198502127,71.53996684289945,103.69904452151047,146.43272784059906,325.5991252431653,486.320479156513,690.291195270364,49.3962614948634,70.83642364623665,103.31720212975652,81.25888609659937,117.86066716995025,170.64773078319493,40.87340171757928,59.47677261755818,85.91452278843701,56.84792779991831,82.92329000065732,119.17148471410698,73.10054823308407,106.4584112353307,152.8837594584601,134.35495544458306,197.72985348868764,283.00350035102923,68.17064995176082,99.83387343463565,142.56141169443907,94.8394953739214,139.01255252870016,198.8120914352035,121.49179816927402,177.57208618439262,255.40985931825094
2034 to 2044,Male,SES2,660485.1020179903,662327.991906803,664066.044557731,1.730707612614119,3.542078667429567,6.50415033788722,0.0,0.0,0.0,18.066297390610135,26.567159879077195,38.076516408278536,28.960297184493374,41.62802741326237,60.31945920452071,14.499388217471083,20.912440919535637,30.2659422166796,20.19231442337784,29.2106941122638,42.12559492257151,25.88396667983135,37.44175307078028,54.33188603063086,59.43893816633342,86.63566381901049,123.36701841066045,30.247602824659037,43.56440645458257,61.99276102415592,41.943397366547146,61.039226272911435,86.62263844078603,53.68029779882599,78.14099501848483,111.73969755899526,56.70823586333859,82.18191693670761,116.98744356882125,257.38779754108117,382.1069341087843,542.8784650932174,39.04452758701345,55.80314687941515,81.68480169306162,63.86059962103596,93.06670398848951,135.0496836283787,32.07273686119121,47.02156126257658,67.68184560052279,44.789674415162494,65.48603034918844,94.5431399300141,57.50469854557689,84.02553811654758,121.09808458797185,105.6879765944669,155.9331199824828,222.83780588185923,53.660394236854565,78.71633799262082,113.0160713186837,74.81491997798892,109.73791769369413,157.49788562557228,95.87505828137054,140.21506407282067,200.9968061698612
2034 to 2044,Male,SES3,698809.9128579661,700402.3717377551,701903.1207559505,1.5476695073524356,3.1672592285875085,5.881300245461612,0.0,0.0,0.0,16.442522297599574,24.291390336429714,34.688657737368345,26.530558407710913,38.34447264580524,55.30515480660343,13.26998793446154,19.257641495681643,27.74613236553511,18.436870725243356,26.7991806804744,38.814257413513445,23.764720658316197,34.48644542486393,50.08346768861419,54.97521352804749,80.16598194004345,113.68735690448753,27.884448909145725,40.25677782402551,57.25634436090701,38.779907742920074,56.34510540899837,80.13842368631184,49.556213833834015,72.24156472988284,103.33914126127875,52.25279557640732,76.37782420328033,108.6391958902102,235.92817385793617,349.91028381433307,499.0043525835365,35.58109541636102,51.24514433269978,74.70399437753832,58.568618528761945,85.75138544874264,123.9017755577492,29.53414312529131,43.17261466708505,62.93787318658297,40.94687292319533,60.347323659089085,86.46880063117325,52.976546551701084,77.29017377933789,111.78671760271061,97.73656317003002,143.4204563289511,203.77834215554992,49.19456508352586,72.32040521463513,104.0467467522309,68.6684332464948,100.85451767724706,145.1979900546084,88.69472710574426,129.40673805490874,186.0243345937204
2034 to 2044,Male,SES4,737520.3088091778,738884.6273879409,740169.5613973335,1.3240398008679095,2.72268968206203,5.060154288943165,0.0,0.0,0.0,14.349582527152473,21.227209311638354,30.318242823525846,23.104065629728762,33.58625587244379,48.55150467703652,11.53658419902329,16.87548540545952,24.445216910239505,16.08817154561706,23.513872419305326,34.072135595069966,20.873185039370764,30.227684280546665,44.01096545043216,48.080501731399146,70.42735679791224,100.2410148987462,24.46989355044571,35.324595087284564,50.46696381610645,33.899263110261735,49.41235594514835,70.21027489870514,43.29749879436915,63.434942965922595,91.27529569986666,45.924591474457536,67.27026696115993,95.83462013203025,206.04643600715485,305.94364941784016,437.9388016246042,30.92959039186339,44.765841058977244,65.07557527396335,51.17656231382917,75.31890128024233,108.38885044985304,25.733261239548487,37.81660455679822,55.10076676993289,35.80079531938321,52.790080908743626,75.94384817629751,46.210536996306516,67.75158510353494,98.0897193179613,84.95045709323146,125.62891470586706,178.60619102855415,43.07867590625087,63.39889226049114,91.23554675147423,59.94187952770521,88.4192576686815,127.58338676874891,76.92855390073672,113.37032463016904,162.61631301042294
2034 to 2044,Male,SES5,718219.8025515493,719286.9246133874,720291.4574334439,1.0338162506460429,2.1369574024475817,3.9240457757706078,0.0,0.0,0.0,11.127146626106736,16.5740236165396,23.743718790770068,17.96070819996977,26.360299097182395,38.30820816634479,9.036926885215282,13.217774460086227,19.261329359474917,12.535145490515156,18.416522451928977,26.79463679798456,16.274847035869406,23.70613966445351,34.820970095273594,37.56707280613297,55.25258220119309,79.39389684082134,18.97221822907945,27.73031396570194,39.74052964167918,26.3092538735551,38.79527353804755,55.228893691506116,33.655643306496565,49.80183582133746,71.47233571231601,35.65806550193859,52.5123514798466,75.6378002335735,161.42127873603718,239.81038532354046,344.355267324122,24.15006605581615,35.053851806308266,51.02093266740261,40.04770173704427,59.12878530331194,86.26325470677438,20.15158849949428,29.766193897125838,43.23268911762573,27.96121396023229,41.540283219873665,59.9760609546045,36.19331127905867,53.28075171961618,76.8475640172094,66.83653793973211,98.15468835117662,141.44968471882413,33.67122011659893,49.67590406604159,72.12632241982676,46.95542817445271,69.36153993659521,100.87403865070256,60.104595594376285,88.91636641264046,128.9373142233272
All,All,All,27033076.849017918,27092410.50668804,27148364.591676287,22.26122855391869,45.66208250994015,83.96728866663726,0.0,0.0,0.0,762.7832477718656,1114.8624006506502,1574.2315075159684,1142.8259336534104,1657.1897027120388,2371.6503351279653,576.07037076458,832.6683527392952,1192.2876160611077,798.2169931515054,1166.2117366207497,1654.1341095898692,1030.5914823078488,1492.5441500623929,2142.2477765619524,2413.7899745143086,3481.770837869989,4992.723930569305,1217.9881516725973,1748.2357137530548,2489.0245742087723,1708.082985081172,2448.4913013267287,3494.81779873627,2196.4252790242026,3136.9629892955654,4540.988640742094,3057.9375170982953,4445.838941011632,6371.494054122509,10233.728219678416,15059.773038905065,21140.451364003013,1609.5845473729605,2328.6196477184562,3388.5697529307026,2495.7049810508506,3602.055228571161,5197.746518649947,1253.6607352853844,1811.287154570285,2613.2589956741426,1746.5499831863374,2529.4001148607163,3608.0856235042106,2254.921714501416,3235.4923852264046,4656.799888067552,4251.535104327551,6281.482910388321,8810.88308404751,2154.4339547796644,3170.7004918756766,4469.727157684058,3033.149784092391,4421.488941054115,6222.241375238234,3890.5449930973787,5638.720971230929,7969.812932809134
All,All,SES1,5240502.086029244,5257353.902502268,5273267.946722253,6.585959237476009,13.384893959527552,24.56959949067343,0.0,0.0,0.0,232.49144727329758,341.3307029017416,480.6725605025577,347.28944149895085,502.5059232113148,718.1374005445285,175.38430374532345,252.90717483721755,360.58171433576695,241.8097198181539,353.13659951074885,502.8653506573586,311.7582520195676,453.1697801380859,651.6217911921035,735.158337592638,1053.3915717032432,1505.496213909339,368.5196399293926,529.2464805760185,752.5091590257555,516.1313045492295,741.87963258852,1054.9158391816482,664.1302796366082,949.6009128795207,1367.1787260563694,944.4265630991173,1360.2448154610624,1957.1866874824934,3127.8432166441526,4627.206576795712,6486.151018252742,490.59414973824886,711.5751801783617,1033.5975692062693,754.4896644604819,1086.4035572364246,1565.291484951005,380.76300164449316,547.5328425059453,786.8091660947354,530.8076678501159,765.3614313764185,1093.759516766061,680.7006759598297,978.3117391531719,1399.3056141209518,1297.2941334373547,1905.274698382761,2665.890337134362,657.8746043853439,960.3108141851712,1347.5666677995414,921.4665964547505,1338.8180753929337,1882.9004931795214,1178.09535709309,1709.9405506894664,2408.4842908390115
All,All,SES2,5213121.676377618,5226706.226569871,5239521.761762033,4.925629719244316,10.085018423189162,18.48107588031974,0.0,0.0,0.0,169.9018920417973,247.96589178404545,349.6622920293397,254.34982735350496,367.21838281360186,525.255111791108,128.03363047443176,184.586073152529,263.7103191115893,177.00008752129713,258.29168070054743,366.79987800888557,229.6536699266682,331.2320285519714,474.3131685832908,537.1710239665233,771.8113274814066,1102.585040389029,270.0901697769725,388.1205093620039,551.0046394367132,378.16905785661584,542.4581394247004,775.415001033333,487.97343154919855,695.3083300371998,1002.814665260928,679.4850232067442,989.1158546892191,1412.5778021364076,2282.932426266633,3366.409200744297,4719.186231587079,357.16509077474075,517.8098973587856,754.227175481918,551.9818021215395,797.6401248397738,1148.7504777310812,278.59130816601515,401.4029611733856,576.9146798362511,387.5480127622246,560.3299554986863,801.0788114051016,497.93931859216406,717.1211693035441,1028.4858563668606,946.8621413624301,1391.4082203555413,1950.5789997064096,480.56338747807587,702.8161661835468,989.519610623489,674.8344563468361,981.3444102961662,1372.4926294207896,861.7451871309949,1249.5663428725284,1764.2526821271135
All,All,SES3,5477005.142627475,5488581.056401315,5499492.69579386,4.340801269979697,8.936211757327795,16.52054394004093,0.0,0.0,0.0,147.55144542230624,216.4740206775404,305.8070866314612,221.79684090533206,322.21848810229596,460.7425118935938,111.84003830614556,161.8082277223454,231.5695972109356,154.89068462013816,226.75946036419344,322.6907986902595,199.47468918091903,290.5649529365968,416.5277481598353,469.9489941833632,677.5595547134205,969.8826265481632,238.02100384748675,339.9859403057506,483.9462318433786,332.5714795687272,476.3808533133679,681.6697571779451,426.1396128077689,610.4130153083497,885.1684113365333,591.6726822289316,864.0918232367442,1241.3489968404108,1989.9902356196458,2933.9972878563585,4119.785301821324,311.6462326848567,452.60809221388445,656.7467739892352,483.5205546748348,700.5861244434368,1007.8765998690864,242.81978926611188,352.9435214168284,510.8924756126655,340.4580127978902,492.6285226689988,701.0281868662328,438.4089908492032,630.0263498543386,900.1936386687048,826.4405839723445,1220.9101049750388,1716.037568097695,419.36815184087516,614.6832678022579,868.6805032387924,588.2482708207169,859.2238899501651,1214.3014614586943,753.5361718879745,1096.2119094391187,1554.801326073796
All,All,SES4,5690649.691785668,5700395.8130156435,5709576.566674163,3.6452503523955015,7.50298836319387,13.846276787189726,0.0,0.0,0.0,122.09814233369202,178.7022614157597,254.48179045811287,184.63376043688208,268.07653668856653,382.84715499949795,92.82022122077571,134.46602772025432,193.42858069291015,128.6945181403796,188.34780875656122,268.0094859255684,166.4467962462342,240.97322684163117,346.3151304855065,389.7111571780983,564.6513329685757,805.1954925409509,198.2481263707149,283.1842184962036,402.89009418080514,275.6756340760424,397.50702209348367,566.1415919419707,354.26444861190345,507.70392007055034,731.737494063147,488.230935508607,713.5181838096994,1021.1503432563369,1634.0493320292003,2396.780998289694,3378.392052177434,257.1291921914081,375.023412229526,544.7026207467201,401.9471023311268,583.1321239860583,840.6284560091171,201.82256440787756,293.43488846990283,422.4330675691682,283.3483542344373,410.0651781684917,583.700322057718,363.636001539366,524.6749003421452,748.1293126806708,685.0985700058069,1014.3836429371202,1428.354312107784,348.73359841377453,510.17421795149903,725.1874019698748,489.7128243726654,713.640491926139,1010.9905387926119,622.4961107028403,910.6734126377414,1294.3676854913203
All,All,SES5,5411798.252197913,5419373.508198944,5426505.620723984,2.765797766098228,5.732626159536362,10.52502135238714,0.0,0.0,0.0,89.18128103285463,130.593126289741,186.59794185866357,134.9052170348377,197.4354318786251,283.7178776582505,68.25389025151716,99.02421570168804,142.47222616682825,94.38190179750454,138.29787995156425,197.69770667175226,122.01128396992878,177.42725516252543,256.78381387516225,286.33130531032964,416.42098655920984,593.0362302658942,144.68204624534366,208.44609054987774,296.36974370008386,201.91314129729912,292.2318111727592,416.98546301730187,258.60003338902465,374.85766710017947,538.4346857648209,352.6566318100413,519.5401483730268,754.0093925312399,1181.0109336300677,1726.2046917268601,2435.019102044254,188.19584725002878,274.0463618937157,397.89037271822565,295.7930168209237,429.6760192690007,617.6389227591043,147.26432751499706,216.4434829088089,311.1301902820984,208.34711671623054,302.31216452036085,429.608756386798,266.7448909551214,387.55934048124874,554.1259644320974,503.82698883451377,743.879736713712,1052.4032428160708,254.57177857105083,374.73784048950125,534.4899920581261,357.39118942336336,524.2240714308891,746.147472217725,456.2788976531094,669.7713738187638,955.1508963473676
All,Female,All,10579957.612159722,10596360.496817583,10611809.896570042,6.776591485727465,13.882152960718809,25.551812025791012,0.0,0.0,0.0,226.4546582891677,329.7357149506827,465.4228625297346,316.2982248508636,457.2293751493454,656.7515854696994,158.25773487019546,229.73107987120545,329.5789832936915,219.42396904731348,319.4104137213056,458.49624077300564,283.37903125507705,411.8729257224105,590.7868266257186,641.9330068790448,924.2446264059771,1334.568365760931,319.67530883760094,465.47600379241237,668.9291355250498,451.51343968952307,649.6746808193179,935.9483027805492,578.7616337348207,833.7540242263995,1198.7997903124399,910.4919596161948,1307.1941613822578,1888.056415747649,3009.659899611425,4383.231868288302,6139.514577643732,474.5932120921731,689.8921351577767,993.6976939546437,656.2673552045807,956.4627547962061,1383.1576755619044,330.0744208829047,480.5196376345117,696.9329164802807,462.2720297802654,671.1414177371005,963.9379207896997,588.6441257299545,860.5794832106151,1238.4551567568028,1222.6479624289418,1780.984103651473,2512.464150743063,616.1280045790575,897.1624481145666,1264.3939788090163,854.4074988414155,1252.3938063830392,1760.1049272608084,1104.7681153056383,1607.9344278163253,2262.5157541905637
All,Female,SES1,2094634.148983913,2099269.7274179924,2103639.533248712,2.1081797248674774,4.327304717590511,8.023393613671942,0.0,0.0,0.0,74.4540103478444,107.89347785913408,152.1840793619591,103.6986127579882,148.7122404077937,213.6481430416,51.55088834700435,74.8425900293482,107.25376631966542,71.62028641913312,104.42651143265599,150.61608635076777,92.84520016771945,134.14064964998633,193.3944316648726,208.13213853310845,301.4703100899443,434.1650234509339,104.24100107161516,151.52053720759605,216.01812140124366,147.08538381003532,211.47480069412347,304.7299084524644,188.8111412154877,271.3335153451425,390.46482705893004,298.3576702534046,428.3600265086751,620.3969456590122,1011.0907511551671,1483.3034072822975,2101.465951681407,155.52125535758734,225.63139344865317,326.34095396933907,214.29275963248233,311.37733215725706,447.75828504270635,108.00409344068035,156.4017910335515,226.60919899911985,150.95181418812936,218.42308544590162,313.31688453889575,193.83737382063785,280.04211772429403,399.49725734840763,397.39150018715276,577.1147470203272,811.9425201726784,200.28351482142807,290.67564966456007,410.5516693172484,278.6272865273252,406.46449866965077,573.4294280267039,361.54689366026525,521.8236913525398,735.1277250363048
All,Female,SES2,2066861.8835277155,2070615.7627718574,2074152.2544003478,1.495086024633801,3.056807811818004,5.632181379193145,0.0,0.0,0.0,50.404450380534826,73.37326818506025,103.2888823795016,70.4938748787683,101.77698261284655,145.71825412223816,35.144190436946744,51.13447472393716,73.05781080623308,48.69983748826209,71.13908192158586,102.0826184276594,63.329859743748344,91.73765907741273,131.3023816366253,142.3684994461044,205.75238381830889,296.3690963404978,71.16461497372403,103.54893451872748,148.45213548235424,100.63057596818419,144.53441835731905,207.3921922537663,129.1136487237373,185.24193902288994,265.8543631609403,203.07534693006968,291.30358910809593,418.11875143357537,690.3648835474526,1003.823464978441,1417.884747934023,105.48949904902463,153.58811934547353,220.93603304342338,146.45823072395092,213.05123789229447,306.3423428846059,73.40237531389353,106.72439695658946,154.87847861011815,103.36845475011297,149.2218792668102,214.03642356035925,131.50113661754847,191.12497916670867,273.8144101550078,272.0225155373847,396.0267392661008,558.0144443088055,136.766038543132,199.5587061357188,280.49814586515816,190.30887284351007,278.8489540189398,390.97301779830656,245.8503066705243,357.69298644923106,501.0735756184798
All,Female,SES3,2162578.0288934014,2165811.339971018,2168855.889125611,1.3219458782183646,2.7208414818141464,5.013022192450016,0.0,0.0,0.0,44.12830510889222,64.30583526448513,91.13747503563054,61.63771887389473,89.42894128569532,129.239548929128,30.700153289793917,44.88622962193221,64.5729917533995,42.70526246054789,62.45267406024426,90.16630517697693,55.018237290232484,80.60607743552865,116.43581975375128,124.90405508803056,181.07831005518995,263.5916992591135,62.085963430505466,91.05155101454943,131.76824897500927,87.91597245986027,127.02816003214318,185.00966000944229,113.0578290166608,163.15620442110884,236.27867923212222,177.2280722923629,255.83665031667925,370.33962003539705,593.1530388567738,862.4110793582074,1219.5976545380927,92.52091691752487,134.67736281211918,194.50000898144808,128.31297576402727,187.29134235036366,271.8701277318997,64.22522061799583,94.13124544197395,136.92951270144098,90.51773299018127,131.42561888863892,189.942206648927,114.45161672245689,168.48637477932925,244.92116593337863,239.44450864779196,347.97929716244715,493.5414816257579,119.969637627558,175.48679116150313,248.1617262582373,166.785456340479,245.36308820907533,346.24592640098564,215.75262205036833,314.60172796166614,446.05355135700177
All,Female,SES4,2237078.428032383,2239831.7493320215,2242423.2639021096,1.063818879656571,2.187535737766683,4.033862241458078,0.0,0.0,0.0,34.772060540883885,50.67972990478772,71.43303907755691,48.59398014424475,70.62663092206871,101.7406197737631,24.203779015113877,35.405946408139705,50.77756095937248,33.512119495290456,49.29163729457974,71.07947387524607,43.231272903205536,63.68470251934123,91.60071330305453,98.1778765912399,142.99915981998242,207.18701140253356,49.31577697677089,71.87163903983534,103.34038404228414,69.60038576022095,100.26300372702866,144.91496849924113,88.98520672099765,128.94135502081335,185.9275731858837,138.84511727870495,200.9472693042781,290.4733161481249,437.67436164955035,646.7077228409902,917.4111909408173,73.01144338072508,106.19436767089849,152.5482678175326,101.89128163596587,147.80111725943152,213.70472556078857,50.83586019064291,74.22778540870273,107.92802747688368,71.42640216222019,103.76901815384053,148.97063948151643,90.65951454625242,133.22028236931033,191.79217000555883,187.89858323207335,275.333484712314,388.16824543756996,94.61082956265743,138.89712752908014,195.63852448430376,131.63293981713178,194.12896169486424,272.51943389277534,170.61093899578472,248.8506271109398,349.9460082936702
All,Female,SES5,2018805.1227223098,2020831.917324691,2022738.9558932593,0.7682103253596038,1.5838495383763909,2.8945553898825076,0.0,0.0,0.0,22.94990651360349,33.47506870978581,47.12577571485948,31.921195413430112,46.569814463935245,66.94310757518147,16.074262203253138,23.4301357286156,33.596334731345394,21.98619488375448,32.598208623749755,46.74837823371742,28.434834629123927,42.04708748396571,60.04296685195366,64.35046474443072,93.94184547828735,135.7010587737345,32.40729132245935,47.23761878409297,67.58552345197724,45.569758063778124,65.88213396681137,94.58424750145164,58.27896453458053,84.75935210715093,121.8788631390562,90.29392281848442,130.5676429503844,189.8713087631071,250.00318825884702,390.2608099372512,568.2084564771291,47.85803746092889,69.86176481746526,100.02367425134791,66.8383407626972,97.66884624581209,140.33517752545504,33.567302887157474,48.99048894473286,70.96689627217621,47.14612116618915,68.62412599951449,98.41002635563494,59.72724327385754,87.83947660276057,126.22670586371184,124.40046455412637,182.24687929781038,256.95922611395247,62.40563221466721,91.91558951052669,129.3645387901542,87.2028643232213,127.9993577711803,180.31191648036767,112.48178785365775,164.60440996897592,231.82967485278982
All,Male,All,16453119.236858195,16496050.009870462,16536554.695106251,15.384968455167447,31.95026241768491,58.79521946834786,0.0,0.0,0.0,531.6486214620958,785.1564159707973,1126.0371610578454,827.3638695367969,1197.8283404121316,1733.4963922398683,412.9704624194903,602.0680958159318,872.7784866546034,574.0503936864526,840.5053342448882,1206.6760627969231,743.3193496158424,1077.5616423329807,1574.9627373657197,1745.0231646078967,2571.7295724072383,3684.575773414991,886.6170121979335,1287.8488146266486,1842.4441457280743,1231.9225219315902,1799.7737774580419,2607.1072091669275,1592.5281795373494,2306.3103973226307,3328.198023417588,2116.0258029175934,3138.7368672375887,4492.819782866387,7103.745679578959,10619.912327593564,15066.123013913255,1127.5030409717394,1642.2867093079103,2395.868921239794,1802.7960571246701,2642.043585558765,3830.992121845299,915.1682578383007,1331.9475974160268,1930.9156490828684,1266.7440663150005,1856.5907824708943,2683.5580600224316,1635.6440671813496,2387.7751461465027,3445.713685643022,3024.447689315298,4489.409891036778,6377.094073292939,1523.8869537392786,2266.5895305607637,3240.1012857872593,2137.255361527112,3162.481460248442,4497.143165811473,2746.7577470449805,4033.161350028451,5774.359557860284
All,Male,SES1,3145867.937045331,3158084.1750842757,3169628.413473542,4.391541169328219,9.117966335780144,16.84056371924442,0.0,0.0,0.0,158.69949231156536,232.8226007168952,335.0598851852125,243.81790343539842,352.7141448292062,510.9480176255581,122.05557866732833,177.2279594348849,257.3818554761433,169.27068927086466,248.16038127612114,358.1179604703962,220.29160978126856,317.5509594683341,463.7730846161638,514.7963881082328,755.7965099244525,1081.3035582066714,259.4994993305602,379.3264694735351,543.266360108161,362.62082052992076,530.0204383997369,766.7302785854031,470.02576850001964,678.6554153144762,975.4526793628944,635.5586918298764,935.2324482346568,1335.7239954866,2099.1512852185115,3140.226529962241,4423.893461028747,335.12575570845115,487.83448616928143,709.6513706842637,531.0912270821898,776.1334029497942,1118.7205083578838,268.4191859108921,390.78415508826714,568.8475837478314,373.66022151341997,547.0407135997219,788.1176250666138,480.0173936578675,699.9038589629424,1004.4458042108655,893.9812763783206,1322.4455776462773,1881.5853415642096,451.6926511027041,667.9401739652991,956.6641650042235,634.1521011250758,932.3247410239029,1322.6083504022663,809.9973657113259,1187.6205539953776,1699.60637920428
All,Male,SES2,3146259.7928499025,3156090.463798014,3165369.507361685,3.4086092793657716,7.054499796239257,12.891771364980325,0.0,0.0,0.0,118.29984818579771,174.37194658684516,250.45695668636543,183.62958952806548,265.13151823031234,384.3394834063155,91.8931678196819,133.20803786634553,193.85612096546782,127.78741204660335,186.22709139229727,267.15756719899036,164.84431546225164,238.98015890571332,347.208336273129,385.3948452650238,568.5705373226898,815.1052887124209,195.87451500606412,284.9854770801338,407.6722122051514,271.78424165901026,398.5689510875627,575.4618769009287,352.01906520542707,510.393353163714,736.0682299723633,470.7541741232182,696.5484896413177,996.1868894732078,1582.100529122096,2355.949725983908,3342.283396277703,250.39845568104985,364.33343343073784,528.2396746376861,398.73679965285424,584.0915555471042,846.3773281453105,202.26491615685177,295.1236425994257,427.37487327974276,280.0224364928266,411.3855264604766,593.0805801024845,360.263812522985,527.5860905201334,761.6889447950947,671.8416867189103,993.565979791126,1408.5978736974685,338.2887855581284,501.1542058020161,715.7762661903955,476.30038639533353,699.4197442537204,992.9367482187961,607.6946021911132,892.8509464417806,1273.276027516104
All,Male,SES3,3314427.113734074,3322769.716430296,3330636.8066682476,3.0013287135341646,6.2346081645675895,11.551905289166283,0.0,0.0,0.0,103.09476069212955,151.82750448979579,217.60627947177886,159.60632865747132,232.71563447945118,336.8537454427997,80.21956957795105,116.67534320308732,169.3324473901283,111.08474369838699,163.2361542308841,233.6351462723331,143.69284999512212,209.5287890586909,305.283086354962,339.15783848748896,498.3295330402568,716.7709657276932,171.70248121496275,249.8779399695661,358.7354770512705,239.4935952414537,349.7712779007703,506.6538600714461,309.88376547632527,448.2171972754343,649.5015494087764,408.7708488862219,607.7626327067751,871.2707942769321,1379.6870002611265,2065.2123026851004,2937.4617403762268,217.4324466573071,318.3338909473771,463.92267935778705,352.6630876739974,512.9060902320147,746.2808285793643,177.09162961645907,258.3014677346206,376.43096932330866,247.26094160109858,360.8893383185742,519.9488436482442,318.230672500632,462.80887600252294,670.0469916199409,585.0132568921238,872.9929286057882,1240.7554910858025,294.2652534295265,439.77497685212415,628.3283158908965,415.04260210658134,614.3051987559236,871.5726907493156,529.655710349033,784.2005424405446,1125.5174231865124
