draw_,sex,age_start,deathPerInfect,hospitalPerInfect
0,female,0,4.66E-06,0.03440376
0,female,5,4.66E-06,0.03440376
0,female,10,2.04E-05,0.014120728
0,female,15,2.04E-05,0.014120728
0,female,20,7.63E-05,0.037260823
0,female,25,7.63E-05,0.037260823
0,female,30,0.000287023,0.05343518
0,female,35,0.000287023,0.05343518
0,female,40,0.001248417,0.070240565
0,female,45,0.001248417,0.070240565
0,female,50,0.004745035,0.10483034
0,female,55,0.004745035,0.10483034
0,female,60,0.011090543,0.21072015
0,female,65,0.011090543,0.21072015
0,female,70,0.10355073,0.43787026
0,female,75,0.10355073,0.43787026
0,female,80,0.28947401,0.5526318
0,female,85,0.28947401,0.5526318
0,female,90,0.3517057,0.45406738
0,female,95,0.3517057,0.45406738
0,female,100,0.3517057,0.45406738
0,female,105,0.3517057,0.45406738
0,male,0,1.00E-05,0.029411694
0,male,5,1.00E-05,0.029411694
0,male,10,4.37E-05,0.006833712
0,male,15,4.37E-05,0.006833712
0,male,20,0.000162162,0.020975327
0,male,25,0.000162162,0.020975327
0,male,30,0.0006067,0.033035148
0,male,35,0.0006067,0.033035148
0,male,40,0.00256812,0.087042719
0,male,45,0.00256812,0.087042719
0,male,50,0.010663477,0.1552138
0,male,55,0.010663477,0.1552138
0,male,60,0.034748912,0.27027062
0,male,65,0.034748912,0.27027062
0,male,70,0.1742631,0.44504046
0,male,75,0.1742631,0.44504046
0,male,80,0.40849751,0.63398707
0,male,85,0.40849751,0.63398707
0,male,90,0.5231784,0.58940351
0,male,95,0.5231784,0.58940351
0,male,100,0.5231784,0.58940351
0,male,105,0.5231784,0.58940351
1,female,0,2.36E-06,0.033725575
1,female,5,2.36E-06,0.033725575
1,female,10,1.77E-05,0.00698055
1,female,15,1.77E-05,0.00698055
1,female,20,5.11E-05,0.033871278
1,female,25,5.11E-05,0.033871278
1,female,30,0.000307078,0.043681946
1,female,35,0.000307078,0.043681946
1,female,40,0.001036159,0.055339001
1,female,45,0.001036159,0.055339001
1,female,50,0.005434464,0.092638023
1,female,55,0.005434464,0.092638023
1,female,60,0.012532575,0.19188385
1,female,65,0.012532575,0.19188385
1,female,70,0.093386836,0.4113667
1,female,75,0.093386836,0.4113667
1,female,80,0.2771363,0.54450476
1,female,85,0.2771363,0.54450476
1,female,90,0.36253411,0.43773848
1,female,95,0.36253411,0.43773848
1,female,100,0.36253411,0.43773848
1,female,105,0.36253411,0.43773848
1,male,0,7.46E-06,0.025594993
1,male,5,7.46E-06,0.025594993
1,male,10,4.51E-05,0.002656677
1,male,15,4.51E-05,0.002656677
1,male,20,0.0001259,0.016601989
1,male,25,0.0001259,0.016601989
1,male,30,0.000510797,0.032016478
1,male,35,0.000510797,0.032016478
1,male,40,0.002089239,0.078495704
1,male,45,0.002089239,0.078495704
1,male,50,0.005771429,0.14109427
1,male,55,0.005771429,0.14109427
1,male,60,0.032220453,0.25466433
1,male,65,0.032220453,0.25466433
1,male,70,0.14737323,0.42154211
1,male,75,0.14737323,0.42154211
1,male,80,0.40713075,0.56678158
1,male,85,0.40713075,0.56678158
1,male,90,0.51673132,0.55904913
1,male,95,0.51673132,0.55904913
1,male,100,0.51673132,0.55904913
1,male,105,0.51673132,0.55904913
2,female,0,5.32E-06,0.044629995
2,female,5,5.32E-06,0.044629995
2,female,10,2.77E-05,0.009220911
2,female,15,2.77E-05,0.009220911
2,female,20,8.19E-05,0.036576331
2,female,25,8.19E-05,0.036576331
2,female,30,0.00033622,0.052579794
2,female,35,0.00033622,0.052579794
2,female,40,0.001356281,0.068632916
2,female,45,0.001356281,0.068632916
2,female,50,0.004428927,0.11756417
2,female,55,0.004428927,0.11756417
2,female,60,0.008254468,0.22279544
2,female,65,0.008254468,0.22279544
2,female,70,0.083719939,0.46259105
2,female,75,0.083719939,0.46259105
2,female,80,0.28481066,0.57462704
2,female,85,0.28481066,0.57462704
2,female,90,0.35949785,0.48356691
2,female,95,0.35949785,0.48356691
2,female,100,0.35949785,0.48356691
2,female,105,0.35949785,0.48356691
2,male,0,1.06E-05,0.031278063
2,male,5,1.06E-05,0.031278063
2,male,10,4.38E-05,0.010632885
2,male,15,4.38E-05,0.010632885
2,male,20,0.000126286,0.023486825
2,male,25,0.000126286,0.023486825
2,male,30,0.000697126,0.038398076
2,male,35,0.000697126,0.038398076
2,male,40,0.002447451,0.088453896
2,male,45,0.002447451,0.088453896
2,male,50,0.010214606,0.17008787
2,male,55,0.010214606,0.17008787
2,male,60,0.028671838,0.28136909
2,male,65,0.028671838,0.28136909
2,male,70,0.17386727,0.43589258
2,male,75,0.17386727,0.43589258
2,male,80,0.3950007,0.66348863
2,male,85,0.3950007,0.66348863
2,male,90,0.52541137,0.6737389
2,male,95,0.52541137,0.6737389
2,male,100,0.52541137,0.6737389
2,male,105,0.52541137,0.6737389
3,female,0,1.08E-05,0.026765233
3,female,5,1.08E-05,0.026765233
3,female,10,3.34E-05,0.013844254
3,female,15,3.34E-05,0.013844254
3,female,20,0.00017133,0.032468889
3,female,25,0.00017133,0.032468889
3,female,30,0.000333253,0.045458887
3,female,35,0.000333253,0.045458887
3,female,40,0.001671193,0.07076285
3,female,45,0.001671193,0.07076285
3,female,50,0.004999808,0.089929715
3,female,55,0.004999808,0.089929715
3,female,60,0.016282715,0.20755558
3,female,65,0.016282715,0.20755558
3,female,70,0.1758057,0.42851067
3,female,75,0.1758057,0.42851067
3,female,80,0.30053902,0.55199748
3,female,85,0.30053902,0.55199748
3,female,90,0.39471787,0.41745633
3,female,95,0.39471787,0.41745633
3,female,100,0.39471787,0.41745633
3,female,105,0.39471787,0.41745633
3,male,0,2.31E-05,0.030932469
3,male,5,2.31E-05,0.030932469
3,male,10,7.13E-05,0.005219524
3,male,15,7.13E-05,0.005219524
3,male,20,0.000255748,0.01600256
3,male,25,0.000255748,0.01600256
3,male,30,0.000747676,0.028133888
3,male,35,0.000747676,0.028133888
3,male,40,0.003583369,0.083676293
3,male,45,0.003583369,0.083676293
3,male,50,0.022605784,0.13181777
3,male,55,0.022605784,0.13181777
3,male,60,0.047399491,0.27241099
3,male,65,0.047399491,0.27241099
3,male,70,0.1928163,0.42127395
3,male,75,0.1928163,0.42127395
3,male,80,0.41729361,0.60954136
3,male,85,0.41729361,0.60954136
3,male,90,0.54638463,0.48560947
3,male,95,0.54638463,0.48560947
3,male,100,0.54638463,0.48560947
3,male,105,0.54638463,0.48560947
4,female,0,5.23E-06,0.025557399
4,female,5,5.23E-06,0.025557399
4,female,10,9.16E-06,0.006725467
4,female,15,9.16E-06,0.006725467
4,female,20,5.83E-05,0.030453477
4,female,25,5.83E-05,0.030453477
4,female,30,0.00021849,0.044210877
4,female,35,0.00021849,0.044210877
4,female,40,0.001270161,0.064347424
4,female,45,0.001270161,0.064347424
4,female,50,0.005463377,0.093013808
4,female,55,0.005463377,0.093013808
4,female,60,0.007892526,0.17451687
4,female,65,0.007892526,0.17451687
4,female,70,0.096797034,0.38610637
4,female,75,0.096797034,0.38610637
4,female,80,0.26179528,0.52487046
4,female,85,0.26179528,0.52487046
4,female,90,0.32850751,0.42550698
4,female,95,0.32850751,0.42550698
4,female,100,0.32850751,0.42550698
4,female,105,0.32850751,0.42550698
4,male,0,1.18E-05,0.016639741
4,male,5,1.18E-05,0.016639741
4,male,10,2.77E-05,0.004758921
4,male,15,2.77E-05,0.004758921
4,male,20,0.000129357,0.020505764
4,male,25,0.000129357,0.020505764
4,male,30,0.00054024,0.023937887
4,male,35,0.00054024,0.023937887
4,male,40,0.002372901,0.07360477
4,male,45,0.002372901,0.07360477
4,male,50,0.010824431,0.14424673
4,male,55,0.010824431,0.14424673
4,male,60,0.027128717,0.25823852
4,male,65,0.027128717,0.25823852
4,male,70,0.16220453,0.41091725
4,male,75,0.16220453,0.41091725
4,male,80,0.38585058,0.56671125
4,male,85,0.38585058,0.56671125
4,male,90,0.48150396,0.56045938
4,male,95,0.48150396,0.56045938
4,male,100,0.48150396,0.56045938
4,male,105,0.48150396,0.56045938
5,female,0,3.12E-06,0.031121112
5,female,5,3.12E-06,0.031121112
5,female,10,1.61E-05,0.013583108
5,female,15,1.61E-05,0.013583108
5,female,20,5.70E-05,0.035600081
5,female,25,5.70E-05,0.035600081
5,female,30,0.000228894,0.051910423
5,female,35,0.000228894,0.051910423
5,female,40,0.000953916,0.065451674
5,female,45,0.000953916,0.065451674
5,female,50,0.003824845,0.10875139
5,female,55,0.003824845,0.10875139
5,female,60,0.005896201,0.18701322
5,female,65,0.005896201,0.18701322
5,female,70,0.082726628,0.4634003
5,female,75,0.082726628,0.4634003
5,female,80,0.25931934,0.56181711
5,female,85,0.25931934,0.56181711
5,female,90,0.32967541,0.4542703
5,female,95,0.32967541,0.4542703
5,female,100,0.32967541,0.4542703
5,female,105,0.32967541,0.4542703
5,male,0,7.03E-06,0.026170265
5,male,5,7.03E-06,0.026170265
5,male,10,3.57E-05,0.004772481
5,male,15,3.57E-05,0.004772481
5,male,20,0.0001494,0.018696288
5,male,25,0.0001494,0.018696288
5,male,30,0.000759468,0.029541245
5,male,35,0.000759468,0.029541245
5,male,40,0.001891176,0.084500663
5,male,45,0.001891176,0.084500663
5,male,50,0.00771019,0.14535849
5,male,55,0.00771019,0.14535849
5,male,60,0.026655018,0.24858867
5,male,65,0.026655018,0.24858867
5,male,70,0.16130349,0.4294847
5,male,75,0.16130349,0.4294847
5,male,80,0.39227667,0.61125046
5,male,85,0.39227667,0.61125046
5,male,90,0.50896788,0.54674375
5,male,95,0.50896788,0.54674375
5,male,100,0.50896788,0.54674375
5,male,105,0.50896788,0.54674375
6,female,0,8.90E-06,0.043648526
6,female,5,8.90E-06,0.043648526
6,female,10,2.55E-05,0.026245855
6,female,15,2.55E-05,0.026245855
6,female,20,0.000120988,0.043896422
6,female,25,0.000120988,0.043896422
6,female,30,0.000398477,0.057603814
6,female,35,0.000398477,0.057603814
6,female,40,0.001472328,0.077131867
6,female,45,0.001472328,0.077131867
6,female,50,0.006331229,0.11478615
6,female,55,0.006331229,0.11478615
6,female,60,0.032170262,0.20831479
6,female,65,0.032170262,0.20831479
6,female,70,0.15322502,0.43729395
6,female,75,0.15322502,0.43729395
6,female,80,0.31700236,0.57681572
6,female,85,0.31700236,0.57681572
6,female,90,0.37396508,0.48224625
6,female,95,0.37396508,0.48224625
6,female,100,0.37396508,0.48224625
6,female,105,0.37396508,0.48224625
6,male,0,1.38E-05,0.034898967
6,male,5,1.38E-05,0.034898967
6,male,10,8.15E-05,0.007931486
6,male,15,8.15E-05,0.007931486
6,male,20,0.000231495,0.02575746
6,male,25,0.000231495,0.02575746
6,male,30,0.000637104,0.036585886
6,male,35,0.000637104,0.036585886
6,male,40,0.002511596,0.085048065
6,male,45,0.002511596,0.085048065
6,male,50,0.018733177,0.16428973
6,male,55,0.018733177,0.16428973
6,male,60,0.059157629,0.26202634
6,male,65,0.059157629,0.26202634
6,male,70,0.20481136,0.46212134
6,male,75,0.20481136,0.46212134
6,male,80,0.44099194,0.64451921
6,male,85,0.44099194,0.64451921
6,male,90,0.60959095,0.6518411
6,male,95,0.60959095,0.6518411
6,male,100,0.60959095,0.6518411
6,male,105,0.60959095,0.6518411
7,female,0,4.04E-06,0.04675518
7,female,5,4.04E-06,0.04675518
7,female,10,2.72E-05,0.022556257
7,female,15,2.72E-05,0.022556257
7,female,20,9.83E-05,0.037360743
7,female,25,9.83E-05,0.037360743
7,female,30,0.000330776,0.055127375
7,female,35,0.000330776,0.055127375
7,female,40,0.001046194,0.082541719
7,female,45,0.001046194,0.082541719
7,female,50,0.005477544,0.12190402
7,female,55,0.005477544,0.12190402
7,female,60,0.010365995,0.2327875
7,female,65,0.010365995,0.2327875
7,female,70,0.11443111,0.46375415
7,female,75,0.11443111,0.46375415
7,female,80,0.29729536,0.55220026
7,female,85,0.29729536,0.55220026
7,female,90,0.37399313,0.46836376
7,female,95,0.37399313,0.46836376
7,female,100,0.37399313,0.46836376
7,female,105,0.37399313,0.46836376
7,male,0,1.05E-05,0.036015186
7,male,5,1.05E-05,0.036015186
7,male,10,5.27E-05,0.008219821
7,male,15,5.27E-05,0.008219821
7,male,20,0.000126434,0.018303376
7,male,25,0.000126434,0.018303376
7,male,30,0.000556792,0.030858301
7,male,35,0.000556792,0.030858301
7,male,40,0.002604932,0.092536472
7,male,45,0.002604932,0.092536472
7,male,50,0.010524358,0.16212894
7,male,55,0.010524358,0.16212894
7,male,60,0.041934289,0.29214334
7,male,65,0.041934289,0.29214334
7,male,70,0.16353428,0.47543457
7,male,75,0.16353428,0.47543457
7,male,80,0.4125278,0.64945841
7,male,85,0.4125278,0.64945841
7,male,90,0.54133862,0.65302414
7,male,95,0.54133862,0.65302414
7,male,100,0.54133862,0.65302414
7,male,105,0.54133862,0.65302414
8,female,0,2.01E-06,0.033389911
8,female,5,2.01E-06,0.033389911
8,female,10,1.53E-05,0.015212326
8,female,15,1.53E-05,0.015212326
8,female,20,4.40E-05,0.036046006
8,female,25,4.40E-05,0.036046006
8,female,30,0.000141283,0.044658292
8,female,35,0.000141283,0.044658292
8,female,40,0.000780204,0.078191906
8,female,45,0.000780204,0.078191906
8,female,50,0.003481887,0.10596412
8,female,55,0.003481887,0.10596412
8,female,60,0.005645205,0.21827751
8,female,65,0.005645205,0.21827751
8,female,70,0.082553349,0.39945096
8,female,75,0.082553349,0.39945096
8,female,80,0.25560936,0.54259378
8,female,85,0.25560936,0.54259378
8,female,90,0.3214139,0.4721821
8,female,95,0.3214139,0.4721821
8,female,100,0.3214139,0.4721821
8,female,105,0.3214139,0.4721821
8,male,0,4.59E-06,0.025408905
8,male,5,4.59E-06,0.025408905
8,male,10,2.33E-05,0.011185628
8,male,15,2.33E-05,0.011185628
8,male,20,8.14E-05,0.020850101
8,male,25,8.14E-05,0.020850101
8,male,30,0.000415583,0.034834862
8,male,35,0.000415583,0.034834862
8,male,40,0.00179976,0.090202913
8,male,45,0.00179976,0.090202913
8,male,50,0.008094017,0.17190979
8,male,55,0.008094017,0.17190979
8,male,60,0.025803765,0.25423786
8,male,65,0.025803765,0.25423786
8,male,70,0.15654521,0.47019148
8,male,75,0.15654521,0.47019148
8,male,80,0.37436795,0.6510908
8,male,85,0.37436795,0.6510908
8,male,90,0.42946205,0.59065425
8,male,95,0.42946205,0.59065425
8,male,100,0.42946205,0.59065425
8,male,105,0.42946205,0.59065425
9,female,0,3.83E-06,0.039861765
9,female,5,3.83E-06,0.039861765
9,female,10,1.55E-05,0.007214691
9,female,15,1.55E-05,0.007214691
9,female,20,4.55E-05,0.030600807
9,female,25,4.55E-05,0.030600807
9,female,30,0.00022283,0.050127026
9,female,35,0.00022283,0.050127026
9,female,40,0.001140897,0.067749083
9,female,45,0.001140897,0.067749083
9,female,50,0.003749734,0.10505429
9,female,55,0.003749734,0.10505429
9,female,60,0.010487483,0.21104199
9,female,65,0.010487483,0.21104199
9,female,70,0.071318418,0.41955915
9,female,75,0.071318418,0.41955915
9,female,80,0.27851909,0.52055192
9,female,85,0.27851909,0.52055192
9,female,90,0.33935043,0.42634386
9,female,95,0.33935043,0.42634386
9,female,100,0.33935043,0.42634386
9,female,105,0.33935043,0.42634386
9,male,0,6.59E-06,0.03331092
9,male,5,6.59E-06,0.03331092
9,male,10,2.51E-05,0.00401149
9,male,15,2.51E-05,0.00401149
9,male,20,8.79E-05,0.018177727
9,male,25,8.79E-05,0.018177727
9,male,30,0.000414402,0.029087445
9,male,35,0.000414402,0.029087445
9,male,40,0.001805546,0.07605125
9,male,45,0.001805546,0.07605125
9,male,50,0.007608353,0.15662101
9,male,55,0.007608353,0.15662101
9,male,60,0.02290613,0.25142142
9,male,65,0.02290613,0.25142142
9,male,70,0.16376026,0.4140161
9,male,75,0.16376026,0.4140161
9,male,80,0.39355627,0.63543212
9,male,85,0.39355627,0.63543212
9,male,90,0.41311783,0.57633537
9,male,95,0.41311783,0.57633537
9,male,100,0.41311783,0.57633537
9,male,105,0.41311783,0.57633537
10,female,0,6.81E-06,0.02143532
10,female,5,6.81E-06,0.02143532
10,female,10,4.16E-05,0.006997348
10,female,15,4.16E-05,0.006997348
10,female,20,0.000100974,0.037170857
10,female,25,0.000100974,0.037170857
10,female,30,0.0003949,0.046671011
10,female,35,0.0003949,0.046671011
10,female,40,0.001806524,0.06781362
10,female,45,0.001806524,0.06781362
10,female,50,0.006383495,0.095905893
10,female,55,0.006383495,0.095905893
10,female,60,0.012555439,0.19430766
10,female,65,0.012555439,0.19430766
10,female,70,0.11929601,0.40346247
10,female,75,0.11929601,0.40346247
10,female,80,0.31549853,0.52916294
10,female,85,0.31549853,0.52916294
10,female,90,0.4019762,0.4278143
10,female,95,0.4019762,0.4278143
10,female,100,0.4019762,0.4278143
10,female,105,0.4019762,0.4278143
10,male,0,1.80E-05,0.0132561
10,male,5,1.80E-05,0.0132561
10,male,10,7.06E-05,0.002368118
10,male,15,7.06E-05,0.002368118
10,male,20,0.000299424,0.020531135
10,male,25,0.000299424,0.020531135
10,male,30,0.000838344,0.023866935
10,male,35,0.000838344,0.023866935
10,male,40,0.004043359,0.076539747
10,male,45,0.004043359,0.076539747
10,male,50,0.027914047,0.15511252
10,male,55,0.027914047,0.15511252
10,male,60,0.054618046,0.2700603
10,male,65,0.054618046,0.2700603
10,male,70,0.18911755,0.4403604
10,male,75,0.18911755,0.4403604
10,male,80,0.4951295,0.61446267
10,male,85,0.4951295,0.61446267
10,male,90,0.62239361,0.5436008
10,male,95,0.62239361,0.5436008
10,male,100,0.62239361,0.5436008
10,male,105,0.62239361,0.5436008
11,female,0,7.35E-06,0.040592574
11,female,5,7.35E-06,0.040592574
11,female,10,3.43E-05,0.014241893
11,female,15,3.43E-05,0.014241893
11,female,20,9.72E-05,0.039707039
11,female,25,9.72E-05,0.039707039
11,female,30,0.000331812,0.056015026
11,female,35,0.000331812,0.056015026
11,female,40,0.001542775,0.072219342
11,female,45,0.001542775,0.072219342
11,female,50,0.00476687,0.10517775
11,female,55,0.00476687,0.10517775
11,female,60,0.017430475,0.2048624
11,female,65,0.017430475,0.2048624
11,female,70,0.14831898,0.45191184
11,female,75,0.14831898,0.45191184
11,female,80,0.31514552,0.55239999
11,female,85,0.31514552,0.55239999
11,female,90,0.35003018,0.47449943
11,female,95,0.35003018,0.47449943
11,female,100,0.35003018,0.47449943
11,female,105,0.35003018,0.47449943
11,male,0,1.30E-05,0.028198268
11,male,5,1.30E-05,0.028198268
11,male,10,7.49E-05,0.010206087
11,male,15,7.49E-05,0.010206087
11,male,20,0.000207598,0.023703797
11,male,25,0.000207598,0.023703797
11,male,30,0.000809274,0.034299396
11,male,35,0.000809274,0.034299396
11,male,40,0.002933601,0.085332483
11,male,45,0.002933601,0.085332483
11,male,50,0.009221539,0.15397936
11,male,55,0.009221539,0.15397936
11,male,60,0.034934025,0.29625607
11,male,65,0.034934025,0.29625607
11,male,70,0.19089423,0.46392065
11,male,75,0.19089423,0.46392065
11,male,80,0.446704,0.64819324
11,male,85,0.446704,0.64819324
11,male,90,0.54282039,0.59917897
11,male,95,0.54282039,0.59917897
11,male,100,0.54282039,0.59917897
11,male,105,0.54282039,0.59917897
12,female,0,2.77E-06,0.021870721
12,female,5,2.77E-06,0.021870721
12,female,10,1.47E-05,0.008138381
12,female,15,1.47E-05,0.008138381
12,female,20,4.58E-05,0.029607857
12,female,25,4.58E-05,0.029607857
12,female,30,0.000291686,0.04444116
12,female,35,0.000291686,0.04444116
12,female,40,0.001167925,0.063180171
12,female,45,0.001167925,0.063180171
12,female,50,0.004157395,0.091789372
12,female,55,0.004157395,0.091789372
12,female,60,0.004606943,0.19741619
12,female,65,0.004606943,0.19741619
12,female,70,0.080622256,0.38722286
12,female,75,0.080622256,0.38722286
12,female,80,0.26510775,0.55308878
12,female,85,0.26510775,0.55308878
12,female,90,0.33182833,0.43066594
12,female,95,0.33182833,0.43066594
12,female,100,0.33182833,0.43066594
12,female,105,0.33182833,0.43066594
12,male,0,5.35E-06,0.02372993
12,male,5,5.35E-06,0.02372993
12,male,10,2.81E-05,0.004848335
12,male,15,2.81E-05,0.004848335
12,male,20,0.000112864,0.016574576
12,male,25,0.000112864,0.016574576
12,male,30,0.000540812,0.027783629
12,male,35,0.000540812,0.027783629
12,male,40,0.001945598,0.086078055
12,male,45,0.001945598,0.086078055
12,male,50,0.005161934,0.14330351
12,male,55,0.005161934,0.14330351
12,male,60,0.021961063,0.24231298
12,male,65,0.021961063,0.24231298
12,male,70,0.16908492,0.40167671
12,male,75,0.16908492,0.40167671
12,male,80,0.37809566,0.59547937
12,male,85,0.37809566,0.59547937
12,male,90,0.47966671,0.59409338
12,male,95,0.47966671,0.59409338
12,male,100,0.47966671,0.59409338
12,male,105,0.47966671,0.59409338
13,female,0,7.51E-06,0.042235974
13,female,5,7.51E-06,0.042235974
13,female,10,2.82E-05,0.020698708
13,female,15,2.82E-05,0.020698708
13,female,20,0.000108102,0.04104311
13,female,25,0.000108102,0.04104311
13,female,30,0.000354094,0.058947939
13,female,35,0.000354094,0.058947939
13,female,40,0.001455331,0.069100291
13,female,45,0.001455331,0.069100291
13,female,50,0.005631421,0.10928156
13,female,55,0.005631421,0.10928156
13,female,60,0.024802467,0.21361089
13,female,65,0.024802467,0.21361089
13,female,70,0.11811168,0.43910822
13,female,75,0.11811168,0.43910822
13,female,80,0.31705293,0.58048236
13,female,85,0.31705293,0.58048236
13,female,90,0.42822146,0.44615409
13,female,95,0.42822146,0.44615409
13,female,100,0.42822146,0.44615409
13,female,105,0.42822146,0.44615409
13,male,0,1.97E-05,0.034397487
13,male,5,1.97E-05,0.034397487
13,male,10,8.18E-05,0.007900838
13,male,15,8.18E-05,0.007900838
13,male,20,0.000211999,0.023376452
13,male,25,0.000211999,0.023376452
13,male,30,0.000973391,0.032746419
13,male,35,0.000973391,0.032746419
13,male,40,0.00412295,0.088064723
13,male,45,0.00412295,0.088064723
13,male,50,0.019103568,0.15739401
13,male,55,0.019103568,0.15739401
13,male,60,0.049505018,0.27557403
13,male,65,0.049505018,0.27557403
13,male,70,0.1949714,0.42357162
13,male,75,0.1949714,0.42357162
13,male,80,0.43268448,0.66556358
13,male,85,0.43268448,0.66556358
13,male,90,0.61758983,0.58369869
13,male,95,0.61758983,0.58369869
13,male,100,0.61758983,0.58369869
13,male,105,0.61758983,0.58369869
14,female,0,5.23E-06,0.025901662
14,female,5,5.23E-06,0.025901662
14,female,10,2.50E-05,0.012825537
14,female,15,2.50E-05,0.012825537
14,female,20,8.27E-05,0.031010836
14,female,25,8.27E-05,0.031010836
14,female,30,0.000289473,0.050285
14,female,35,0.000289473,0.050285
14,female,40,0.001699083,0.062175345
14,female,45,0.001699083,0.062175345
14,female,50,0.006819842,0.10532832
14,female,55,0.006819842,0.10532832
14,female,60,0.021101402,0.20022079
14,female,65,0.021101402,0.20022079
14,female,70,0.15054646,0.41826293
14,female,75,0.15054646,0.41826293
14,female,80,0.29952517,0.55156952
14,female,85,0.29952517,0.55156952
14,female,90,0.39459151,0.46164975
14,female,95,0.39459151,0.46164975
14,female,100,0.39459151,0.46164975
14,female,105,0.39459151,0.46164975
14,male,0,1.56E-05,0.027657008
14,male,5,1.56E-05,0.027657008
14,male,10,4.76E-05,0.005897313
14,male,15,4.76E-05,0.005897313
14,male,20,0.000172597,0.019021623
14,male,25,0.000172597,0.019021623
14,male,30,0.000698551,0.033177238
14,male,35,0.000698551,0.033177238
14,male,40,0.003422881,0.0876012
14,male,45,0.003422881,0.0876012
14,male,50,0.00971242,0.15811081
14,male,55,0.00971242,0.15811081
14,male,60,0.036669794,0.25752836
14,male,65,0.036669794,0.25752836
14,male,70,0.18537989,0.4482407
14,male,75,0.18537989,0.4482407
14,male,80,0.41005692,0.61723816
14,male,85,0.41005692,0.61723816
14,male,90,0.58702862,0.55095625
14,male,95,0.58702862,0.55095625
14,male,100,0.58702862,0.55095625
14,male,105,0.58702862,0.55095625
15,female,0,5.77E-06,0.047275286
15,female,5,5.77E-06,0.047275286
15,female,10,1.59E-05,0.015522232
15,female,15,1.59E-05,0.015522232
15,female,20,0.000129633,0.045132652
15,female,25,0.000129633,0.045132652
15,female,30,0.000374322,0.062629789
15,female,35,0.000374322,0.062629789
15,female,40,0.00170891,0.084158234
15,female,45,0.00170891,0.084158234
15,female,50,0.005807384,0.10648197
15,female,55,0.005807384,0.10648197
15,female,60,0.016826974,0.20842959
15,female,65,0.016826974,0.20842959
15,female,70,0.12301688,0.44559595
15,female,75,0.12301688,0.44559595
15,female,80,0.28823543,0.58076262
15,female,85,0.28823543,0.58076262
15,female,90,0.37627646,0.45097423
15,female,95,0.37627646,0.45097423
15,female,100,0.37627646,0.45097423
15,female,105,0.37627646,0.45097423
15,male,0,8.96E-06,0.034075204
15,male,5,8.96E-06,0.034075204
15,male,10,7.41E-05,0.006618119
15,male,15,7.41E-05,0.006618119
15,male,20,0.000116868,0.022369301
15,male,25,0.000116868,0.022369301
15,male,30,0.000781735,0.037152611
15,male,35,0.000781735,0.037152611
15,male,40,0.002664652,0.092749692
15,male,45,0.002664652,0.092749692
15,male,50,0.015309366,0.16805159
15,male,55,0.015309366,0.16805159
15,male,60,0.051326662,0.2746855
15,male,65,0.051326662,0.2746855
15,male,70,0.17777404,0.45012593
15,male,75,0.17777404,0.45012593
15,male,80,0.43138382,0.66544414
15,male,85,0.43138382,0.66544414
15,male,90,0.4907074,0.65093368
15,male,95,0.4907074,0.65093368
15,male,100,0.4907074,0.65093368
15,male,105,0.4907074,0.65093368
16,female,0,3.05E-06,0.029506125
16,female,5,3.05E-06,0.029506125
16,female,10,2.66E-05,0.017240839
16,female,15,2.66E-05,0.017240839
16,female,20,7.48E-05,0.033931617
16,female,25,7.48E-05,0.033931617
16,female,30,0.00026741,0.056608852
16,female,35,0.00026741,0.056608852
16,female,40,0.001259594,0.074221574
16,female,45,0.001259594,0.074221574
16,female,50,0.004323376,0.11623577
16,female,55,0.004323376,0.11623577
16,female,60,0.007330141,0.21171796
16,female,65,0.007330141,0.21171796
16,female,70,0.084528759,0.48037499
16,female,75,0.084528759,0.48037499
16,female,80,0.29605317,0.57003516
16,female,85,0.29605317,0.57003516
16,female,90,0.34084511,0.49824074
16,female,95,0.34084511,0.49824074
16,female,100,0.34084511,0.49824074
16,female,105,0.34084511,0.49824074
16,male,0,5.40E-06,0.031204829
16,male,5,5.40E-06,0.031204829
16,male,10,2.33E-05,0.005386642
16,male,15,2.33E-05,0.005386642
16,male,20,0.000157356,0.021920782
16,male,25,0.000157356,0.021920782
16,male,30,0.00050534,0.03618085
16,male,35,0.00050534,0.03618085
16,male,40,0.002425364,0.092737414
16,male,45,0.002425364,0.092737414
16,male,50,0.009317202,0.16956939
16,male,55,0.009317202,0.16956939
16,male,60,0.030773018,0.27066275
16,male,65,0.030773018,0.27066275
16,male,70,0.15741669,0.45110193
16,male,75,0.15741669,0.45110193
16,male,80,0.40158719,0.65482199
16,male,85,0.40158719,0.65482199
16,male,90,0.47490573,0.63996118
16,male,95,0.47490573,0.63996118
16,male,100,0.47490573,0.63996118
16,male,105,0.47490573,0.63996118
17,female,0,7.06E-06,0.03937548
17,female,5,7.06E-06,0.03937548
17,female,10,1.48E-05,0.011699447
17,female,15,1.48E-05,0.011699447
17,female,20,6.12E-05,0.040271912
17,female,25,6.12E-05,0.040271912
17,female,30,0.000243009,0.051974397
17,female,35,0.000243009,0.051974397
17,female,40,0.000917007,0.075553879
17,female,45,0.000917007,0.075553879
17,female,50,0.005032968,0.096863985
17,female,55,0.005032968,0.096863985
17,female,60,0.007682902,0.20854622
17,female,65,0.007682902,0.20854622
17,female,70,0.09410239,0.44623706
17,female,75,0.09410239,0.44623706
17,female,80,0.27814388,0.55039811
17,female,85,0.27814388,0.55039811
