draw_,sex,age_start,deathPerInfect,hospitalPerInfect
92,female,70,0.085078515,0.43716437
92,female,75,0.085078515,0.43716437
92,female,80,0.28653231,0.54722047
92,female,85,0.28653231,0.54722047
92,female,90,0.33426407,0.44135386
92,female,95,0.33426407,0.44135386
92,female,100,0.33426407,0.44135386
92,female,105,0.33426407,0.44135386
92,male,0,1.05E-05,0.034689721
92,male,5,1.05E-05,0.034689721
92,male,10,5.75E-05,0.006052397
92,male,15,5.75E-05,0.006052397
92,male,20,0.000119104,0.021489419
92,male,25,0.000119104,0.021489419
92,male,30,0.000725061,0.025842896
92,male,35,0.000725061,0.025842896
92,male,40,0.002477633,0.083503611
92,male,45,0.002477633,0.083503611
92,male,50,0.008499432,0.15491368
92,male,55,0.008499432,0.15491368
92,male,60,0.036898602,0.25884026
92,male,65,0.036898602,0.25884026
92,male,70,0.18179792,0.44418919
92,male,75,0.18179792,0.44418919
92,male,80,0.42407063,0.618092
92,male,85,0.42407063,0.618092
92,male,90,0.53108621,0.5844956
92,male,95,0.53108621,0.5844956
92,male,100,0.53108621,0.5844956
92,male,105,0.53108621,0.5844956
93,female,0,8.87E-06,0.029695952
93,female,5,8.87E-06,0.029695952
93,female,10,3.29E-05,0.014540697
93,female,15,3.29E-05,0.014540697
93,female,20,0.000126314,0.039012488
93,female,25,0.000126314,0.039012488
93,female,30,0.000298006,0.051831357
93,female,35,0.000298006,0.051831357
93,female,40,0.001203804,0.067370534
93,female,45,0.001203804,0.067370534
93,female,50,0.005483561,0.10600157
93,female,55,0.005483561,0.10600157
93,female,60,0.008050533,0.19862522
93,female,65,0.008050533,0.19862522
93,female,70,0.12472654,0.42348057
93,female,75,0.12472654,0.42348057
93,female,80,0.29992238,0.55808926
93,female,85,0.29992238,0.55808926
93,female,90,0.33634868,0.41883543
93,female,95,0.33634868,0.41883543
93,female,100,0.33634868,0.41883543
93,female,105,0.33634868,0.41883543
93,male,0,1.56E-05,0.026350521
93,male,5,1.56E-05,0.026350521
93,male,10,6.71E-05,0.004793324
93,male,15,6.71E-05,0.004793324
93,male,20,0.0001468,0.017394343
93,male,25,0.0001468,0.017394343
93,male,30,0.000781127,0.033231381
93,male,35,0.000781127,0.033231381
93,male,40,0.002665988,0.077495202
93,male,45,0.002665988,0.077495202
93,male,50,0.014167923,0.13431767
93,male,55,0.014167923,0.13431767
93,male,60,0.039609261,0.25527778
93,male,65,0.039609261,0.25527778
93,male,70,0.18723804,0.42760548
93,male,75,0.18723804,0.42760548
93,male,80,0.43529296,0.65645355
93,male,85,0.43529296,0.65645355
93,male,90,0.5205152,0.55409956
93,male,95,0.5205152,0.55409956
93,male,100,0.5205152,0.55409956
93,male,105,0.5205152,0.55409956
94,female,0,3.74E-06,0.024936456
94,female,5,3.74E-06,0.024936456
94,female,10,1.89E-05,0.009871519
94,female,15,1.89E-05,0.009871519
94,female,20,6.30E-05,0.028488176
94,female,25,6.30E-05,0.028488176
94,female,30,0.000261136,0.047316626
94,female,35,0.000261136,0.047316626
94,female,40,0.001228554,0.054441769
94,female,45,0.001228554,0.054441769
94,female,50,0.005141123,0.089686081
94,female,55,0.005141123,0.089686081
94,female,60,0.009301462,0.18585935
94,female,65,0.009301462,0.18585935
94,female,70,0.099615686,0.42626595
94,female,75,0.099615686,0.42626595
94,female,80,0.29647392,0.51915193
94,female,85,0.29647392,0.51915193
94,female,90,0.34282926,0.41517636
94,female,95,0.34282926,0.41517636
94,female,100,0.34282926,0.41517636
94,female,105,0.34282926,0.41517636
94,male,0,8.77E-06,0.020727433
94,male,5,8.77E-06,0.020727433
94,male,10,4.04E-05,0.003903003
94,male,15,4.04E-05,0.003903003
94,male,20,0.000215047,0.021182928
94,male,25,0.000215047,0.021182928
94,male,30,0.000464118,0.029701063
94,male,35,0.000464118,0.029701063
94,male,40,0.002731984,0.084911585
94,male,45,0.002731984,0.084911585
94,male,50,0.007994467,0.12365909
94,male,55,0.007994467,0.12365909
94,male,60,0.023698721,0.2651011
94,male,65,0.023698721,0.2651011
94,male,70,0.15827082,0.39265752
94,male,75,0.15827082,0.39265752
94,male,80,0.37937793,0.56643927
94,male,85,0.37937793,0.56643927
94,male,90,0.5375877,0.63496959
94,male,95,0.5375877,0.63496959
94,male,100,0.5375877,0.63496959
94,male,105,0.5375877,0.63496959
95,female,0,5.72E-06,0.032077085
95,female,5,5.72E-06,0.032077085
95,female,10,2.46E-05,0.012373256
95,female,15,2.46E-05,0.012373256
95,female,20,0.000117857,0.039627984
95,female,25,0.000117857,0.039627984
95,female,30,0.000193633,0.046804532
95,female,35,0.000193633,0.046804532
95,female,40,0.001267126,0.076589711
95,female,45,0.001267126,0.076589711
95,female,50,0.004398223,0.10521971
95,female,55,0.004398223,0.10521971
95,female,60,0.009274807,0.20724311
95,female,65,0.009274807,0.20724311
95,female,70,0.1057689,0.40940362
95,female,75,0.1057689,0.40940362
95,female,80,0.28866988,0.56340981
95,female,85,0.28866988,0.56340981
95,female,90,0.33733231,0.48816219
95,female,95,0.33733231,0.48816219
95,female,100,0.33733231,0.48816219
95,female,105,0.33733231,0.48816219
95,male,0,8.58E-06,0.037263568
95,male,5,8.58E-06,0.037263568
95,male,10,4.67E-05,0.010060957
95,male,15,4.67E-05,0.010060957
95,male,20,0.00018985,0.020164972
95,male,25,0.00018985,0.020164972
95,male,30,0.000710214,0.03020809
95,male,35,0.000710214,0.03020809
95,male,40,0.003021039,0.077127248
95,male,45,0.003021039,0.077127248
95,male,50,0.007411435,0.16618925
95,male,55,0.007411435,0.16618925
95,male,60,0.037273601,0.25319198
95,male,65,0.037273601,0.25319198
95,male,70,0.17986995,0.45043099
95,male,75,0.17986995,0.45043099
95,male,80,0.37786385,0.65523946
95,male,85,0.37786385,0.65523946
95,male,90,0.48300233,0.60773093
95,male,95,0.48300233,0.60773093
95,male,100,0.48300233,0.60773093
95,male,105,0.48300233,0.60773093
96,female,0,5.28E-06,0.045176137
96,female,5,5.28E-06,0.045176137
96,female,10,1.91E-05,0.01453196
96,female,15,1.91E-05,0.01453196
96,female,20,8.94E-05,0.040650479
96,female,25,8.94E-05,0.040650479
96,female,30,0.000357773,0.055528592
96,female,35,0.000357773,0.055528592
96,female,40,0.00129393,0.076794311
96,female,45,0.00129393,0.076794311
96,female,50,0.006243842,0.097270057
96,female,55,0.006243842,0.097270057
96,female,60,0.016102172,0.19170432
96,female,65,0.016102172,0.19170432
96,female,70,0.1004675,0.47018743
96,female,75,0.1004675,0.47018743
96,female,80,0.29536775,0.55918258
96,female,85,0.29536775,0.55918258
96,female,90,0.33953488,0.44440699
96,female,95,0.33953488,0.44440699
96,female,100,0.33953488,0.44440699
96,female,105,0.33953488,0.44440699
96,male,0,1.30E-05,0.028495705
96,male,5,1.30E-05,0.028495705
96,male,10,4.27E-05,0.005388663
96,male,15,4.27E-05,0.005388663
96,male,20,0.000212861,0.022998484
96,male,25,0.000212861,0.022998484
96,male,30,0.00072529,0.040483642
96,male,35,0.00072529,0.040483642
96,male,40,0.002560207,0.087743312
96,male,45,0.002560207,0.087743312
96,male,50,0.010919782,0.15057717
96,male,55,0.010919782,0.15057717
96,male,60,0.038558811,0.26893812
96,male,65,0.038558811,0.26893812
96,male,70,0.16750444,0.44479337
96,male,75,0.16750444,0.44479337
96,male,80,0.39434192,0.65306056
96,male,85,0.39434192,0.65306056
96,male,90,0.51976985,0.57455188
96,male,95,0.51976985,0.57455188
96,male,100,0.51976985,0.57455188
96,male,105,0.51976985,0.57455188
97,female,0,5.12E-06,0.026472939
97,female,5,5.12E-06,0.026472939
97,female,10,1.99E-05,0.017713567
97,female,15,1.99E-05,0.017713567
97,female,20,0.000128738,0.037347876
97,female,25,0.000128738,0.037347876
97,female,30,0.00032038,0.059618801
97,female,35,0.00032038,0.059618801
97,female,40,0.001377119,0.067401208
97,female,45,0.001377119,0.067401208
97,female,50,0.005025967,0.11155042
97,female,55,0.005025967,0.11155042
97,female,60,0.012642342,0.2089996
97,female,65,0.012642342,0.2089996
97,female,70,0.1098314,0.42484507
97,female,75,0.1098314,0.42484507
97,female,80,0.30041724,0.56553262
97,female,85,0.30041724,0.56553262
97,female,90,0.35324752,0.44370767
97,female,95,0.35324752,0.44370767
97,female,100,0.35324752,0.44370767
97,female,105,0.35324752,0.44370767
97,male,0,1.16E-05,0.036442187
97,male,5,1.16E-05,0.036442187
97,male,10,5.57E-05,0.012265012
97,male,15,5.57E-05,0.012265012
97,male,20,0.000152045,0.017857844
97,male,25,0.000152045,0.017857844
97,male,30,0.000622577,0.032723781
97,male,35,0.000622577,0.032723781
97,male,40,0.002624517,0.088069372
97,male,45,0.002624517,0.088069372
97,male,50,0.009740275,0.17319962
97,male,55,0.009740275,0.17319962
97,male,60,0.037744612,0.26351956
97,male,65,0.037744612,0.26351956
97,male,70,0.19089761,0.47213477
97,male,75,0.19089761,0.47213477
97,male,80,0.42875591,0.64915299
97,male,85,0.42875591,0.64915299
97,male,90,0.52331841,0.52920622
97,male,95,0.52331841,0.52920622
97,male,100,0.52331841,0.52920622
97,male,105,0.52331841,0.52920622
98,female,0,3.24E-06,0.03696347
98,female,5,3.24E-06,0.03696347
98,female,10,1.26E-05,0.016724421
98,female,15,1.26E-05,0.016724421
98,female,20,6.55E-05,0.041326955
98,female,25,6.55E-05,0.041326955
98,female,30,0.000263981,0.051744323
98,female,35,0.000263981,0.051744323
98,female,40,0.00127637,0.069191813
98,female,45,0.00127637,0.069191813
98,female,50,0.004622872,0.10035385
98,female,55,0.004622872,0.10035385
98,female,60,0.009691094,0.21960358
98,female,65,0.009691094,0.21960358
98,female,70,0.085199222,0.43648681
98,female,75,0.085199222,0.43648681
98,female,80,0.24726744,0.54202223
98,female,85,0.24726744,0.54202223
98,female,90,0.33640221,0.50073695
98,female,95,0.33640221,0.50073695
98,female,100,0.33640221,0.50073695
98,female,105,0.33640221,0.50073695
98,male,0,6.25E-06,0.033703856
98,male,5,6.25E-06,0.033703856
98,male,10,3.89E-05,0.013149488
98,male,15,3.89E-05,0.013149488
98,male,20,0.000130313,0.025043625
98,male,25,0.000130313,0.025043625
98,male,30,0.000654472,0.028957391
98,male,35,0.000654472,0.028957391
98,male,40,0.001717911,0.092629448
98,male,45,0.001717911,0.092629448
98,male,50,0.013246242,0.15573046
98,male,55,0.013246242,0.15573046
98,male,60,0.030872799,0.31170624
98,male,65,0.030872799,0.31170624
98,male,70,0.14719817,0.45623761
98,male,75,0.14719817,0.45623761
98,male,80,0.40287283,0.62441438
98,male,85,0.40287283,0.62441438
98,male,90,0.49835464,0.59775078
98,male,95,0.49835464,0.59775078
98,male,100,0.49835464,0.59775078
98,male,105,0.49835464,0.59775078
99,female,0,6.40E-06,0.027934698
99,female,5,6.40E-06,0.027934698
99,female,10,2.56E-05,0.014507172
99,female,15,2.56E-05,0.014507172
99,female,20,9.06E-05,0.036307704
99,female,25,9.06E-05,0.036307704
99,female,30,0.000258317,0.045389105
99,female,35,0.000258317,0.045389105
99,female,40,0.00097206,0.065721668
99,female,45,0.00097206,0.065721668
99,female,50,0.004115877,0.10162213
99,female,55,0.004115877,0.10162213
99,female,60,0.011895491,0.20579749
99,female,65,0.011895491,0.20579749
99,female,70,0.095809102,0.41754383
99,female,75,0.095809102,0.41754383
99,female,80,0.30828935,0.55051601
99,female,85,0.30828935,0.55051601
99,female,90,0.32988971,0.44299287
99,female,95,0.32988971,0.44299287
99,female,100,0.32988971,0.44299287
99,female,105,0.32988971,0.44299287
99,male,0,1.55E-05,0.024774808
99,male,5,1.55E-05,0.024774808
99,male,10,4.18E-05,0.008151467
99,male,15,4.18E-05,0.008151467
99,male,20,0.000169563,0.022647236
99,male,25,0.000169563,0.022647236
99,male,30,0.000615323,0.035159126
99,male,35,0.000615323,0.035159126
99,male,40,0.002907336,0.075180963
99,male,45,0.002907336,0.075180963
99,male,50,0.012709694,0.13632073
99,male,55,0.012709694,0.13632073
99,male,60,0.045368169,0.254976
99,male,65,0.045368169,0.254976
99,male,70,0.19649033,0.44041249
99,male,75,0.19649033,0.44041249
99,male,80,0.40905616,0.63228917
99,male,85,0.40905616,0.63228917
99,male,90,0.52211565,0.57569629
99,male,95,0.52211565,0.57569629
99,male,100,0.52211565,0.57569629
99,male,105,0.52211565,0.57569629
100,female,0,2.18E-06,0.040691119
100,female,5,2.18E-06,0.040691119
100,female,10,3.15E-05,0.013718603
100,female,15,3.15E-05,0.013718603
100,female,20,8.92E-05,0.038692523
100,female,25,8.92E-05,0.038692523
100,female,30,0.000283424,0.062169313
100,female,35,0.000283424,0.062169313
100,female,40,0.001063031,0.078944661
100,female,45,0.001063031,0.078944661
100,female,50,0.004747619,0.10738097
100,female,55,0.004747619,0.10738097
100,female,60,0.009931762,0.21578605
100,female,65,0.009931762,0.21578605
100,female,70,0.11081666,0.47248518
100,female,75,0.11081666,0.47248518
100,female,80,0.2891342,0.54799956
100,female,85,0.2891342,0.54799956
100,female,90,0.34142238,0.4796136
100,female,95,0.34142238,0.4796136
100,female,100,0.34142238,0.4796136
100,female,105,0.34142238,0.4796136
100,male,0,7.92E-06,0.043969456
100,male,5,7.92E-06,0.043969456
100,male,10,5.01E-05,0.010142109
100,male,15,5.01E-05,0.010142109
100,male,20,0.00011095,0.027689397
100,male,25,0.00011095,0.027689397
100,male,30,0.000657956,0.033962186
100,male,35,0.000657956,0.033962186
100,male,40,0.002713917,0.090245694
100,male,45,0.002713917,0.090245694
100,male,50,0.009665702,0.16388175
100,male,55,0.009665702,0.16388175
100,male,60,0.026582494,0.28505695
100,male,65,0.026582494,0.28505695
100,male,70,0.14908431,0.4850578
100,male,75,0.14908431,0.4850578
100,male,80,0.3764579,0.68598598
100,male,85,0.3764579,0.68598598
100,male,90,0.48925221,0.63100386
100,male,95,0.48925221,0.63100386
100,male,100,0.48925221,0.63100386
100,male,105,0.48925221,0.63100386
